name	layer	type
GSTA2	transcriptomic	gene
GSTCDAS1	transcriptomic	gene
GSTP1	transcriptomic	gene
GSTT1	transcriptomic	gene
GTF2F1	transcriptomic	gene
GTPBP6	transcriptomic	gene
GUCY1B1	transcriptomic	gene
GUSBP11	transcriptomic	gene
GUSBP17	transcriptomic	gene
GUSBP3	transcriptomic	gene
GUSBP4	transcriptomic	gene
GYPC	transcriptomic	gene
GZMA	transcriptomic	gene
GZMH	transcriptomic	gene
GZMK	transcriptomic	gene
H110	transcriptomic	gene
H14	transcriptomic	gene
H2AC17	transcriptomic	gene
H2AC19	transcriptomic	gene
H2AC8	transcriptomic	gene
H2AX	transcriptomic	gene
H2BC10	transcriptomic	gene
H2BC12	transcriptomic	gene
H2BC7	transcriptomic	gene
H2BC8	transcriptomic	gene
H2BP1	transcriptomic	gene
H3C11	transcriptomic	gene
H3C15	transcriptomic	gene
H3C6	transcriptomic	gene
H3C7	transcriptomic	gene
H4C13	transcriptomic	gene
H4C15	transcriptomic	gene
HAAO	transcriptomic	gene
HAMP	transcriptomic	gene
HAO2	transcriptomic	gene
HAO2IT1	transcriptomic	gene
HARBI1	transcriptomic	gene
HAUS1	transcriptomic	gene
HAVCR1	transcriptomic	gene
HAVCR2	transcriptomic	gene
HBA1	transcriptomic	gene
HBA2	transcriptomic	gene
HBEGF	transcriptomic	gene
HCFC1	transcriptomic	gene
HCFC1R1	transcriptomic	gene
HCG11	transcriptomic	gene
HCST	transcriptomic	gene
HDAC5	transcriptomic	gene
HDGFL2	transcriptomic	gene
HDHD5	transcriptomic	gene
HEBP1	transcriptomic	gene
HELZ	transcriptomic	gene
HERC1	transcriptomic	gene
HERC2	transcriptomic	gene
HERC2P2	transcriptomic	gene
HERC3	transcriptomic	gene
HEXIM2	transcriptomic	gene
HEXIM2AS2	transcriptomic	gene
HGS	transcriptomic	gene
HIF1AN	transcriptomic	gene
HIGD1B	transcriptomic	gene
HIGD2A	transcriptomic	gene
HIVEP1	transcriptomic	gene
HIVEP2	transcriptomic	gene
HLAA	transcriptomic	gene
HLAB	transcriptomic	gene
HLAC	transcriptomic	gene
HLADMA	transcriptomic	gene
HLADMB	transcriptomic	gene
HLADOA	transcriptomic	gene
HLADPB1	transcriptomic	gene
HLADQA1	transcriptomic	gene
HLADQA2	transcriptomic	gene
HLADRB1	transcriptomic	gene
HLAE	transcriptomic	gene
HLAF	transcriptomic	gene
HMCN1	transcriptomic	gene
HMGA1	transcriptomic	gene
HMGA1P7	transcriptomic	gene
HMGCR	transcriptomic	gene
HMGCS2	transcriptomic	gene
HMGN1	transcriptomic	gene
HMGN5	transcriptomic	gene
HMOX1	transcriptomic	gene
HNF1A	transcriptomic	gene
HNF1AAS1	transcriptomic	gene
HNF1B	transcriptomic	gene
HNRNPA0	transcriptomic	gene
HNRNPA1	transcriptomic	gene
HNRNPA2B1	transcriptomic	gene
HNRNPA3	transcriptomic	gene
HNRNPC	transcriptomic	gene
HNRNPDL	transcriptomic	gene
HNRNPH1	transcriptomic	gene
HNRNPU	transcriptomic	gene
HOGA1	transcriptomic	gene
HOMER3	transcriptomic	gene
HOOK1	transcriptomic	gene
HOXA10	transcriptomic	gene
HOXA6	transcriptomic	gene
HOXA7	transcriptomic	gene
HOXAAS2	transcriptomic	gene
HOXB2	transcriptomic	gene
HOXB7	transcriptomic	gene
HOXB8	transcriptomic	gene
HOXD9	transcriptomic	gene
HPD	transcriptomic	gene
HPN	transcriptomic	gene
HPS1	transcriptomic	gene
HRAS	transcriptomic	gene
HRCT1	transcriptomic	gene
HRG	transcriptomic	gene
HS1BP3IT1	transcriptomic	gene
HS6ST2	transcriptomic	gene
HSD17B1	transcriptomic	gene
HSD17B10	transcriptomic	gene
HSD17B14	transcriptomic	gene
HSD17B1AS1	transcriptomic	gene
HSD17B3	transcriptomic	gene
HSD3B1	transcriptomic	gene
HSP90AA1	transcriptomic	gene
HSP90AB2P	transcriptomic	gene
HSPA1A	transcriptomic	gene
HSPA1B	transcriptomic	gene
HSPA2AS1	transcriptomic	gene
HSPA4L	transcriptomic	gene
HSPA6	transcriptomic	gene
HSPB6	transcriptomic	gene
HSPBP1	transcriptomic	gene
HSPH1	transcriptomic	gene
HTRA1	transcriptomic	gene
HULC	transcriptomic	gene
ICA1	transcriptomic	gene
ID1	transcriptomic	gene
ID2	transcriptomic	gene
ID3	transcriptomic	gene
IDI1	transcriptomic	gene
IFI16	transcriptomic	gene
IFI27L1	transcriptomic	gene
IFI30	transcriptomic	gene
IFI35	transcriptomic	gene
IFI44	transcriptomic	gene
IFI6	transcriptomic	gene
IFIT1B	transcriptomic	gene
IFIT2	transcriptomic	gene
IFIT5	transcriptomic	gene
IFITM2	transcriptomic	gene
IFITM3	transcriptomic	gene
IFNL2	transcriptomic	gene
IFRD1	transcriptomic	gene
IFT88	transcriptomic	gene
IGFBP2	transcriptomic	gene
IGFBP5	transcriptomic	gene
IGFBP6	transcriptomic	gene
IGFLR1	transcriptomic	gene
IGH	transcriptomic	gene
IGHG1	transcriptomic	gene
IGHG2	transcriptomic	gene
IGHG4	transcriptomic	gene
IGHM	transcriptomic	gene
IGHV169	transcriptomic	gene
IGHV348	transcriptomic	gene
IGHV431	transcriptomic	gene
IGK	transcriptomic	gene
IGKC	transcriptomic	gene
IGKV15	transcriptomic	gene
IGKV229	transcriptomic	gene
IGKV3D15	transcriptomic	gene
IGKV@	transcriptomic	gene
IGLC1	transcriptomic	gene
IGLJ3	transcriptomic	gene
IGLL5	transcriptomic	gene
IGLV325	transcriptomic	gene
IGLV657	transcriptomic	gene
IGSF6	transcriptomic	gene
IL10RA	transcriptomic	gene
IL10RB	transcriptomic	gene
IL17B	transcriptomic	gene
IL17RA	transcriptomic	gene
IL17RC	transcriptomic	gene
IL1RL1	transcriptomic	gene
IL2RG	transcriptomic	gene
IL6R	transcriptomic	gene
IL6RAS1	transcriptomic	gene
IL6ST	transcriptomic	gene
ILVBL	transcriptomic	gene
IMP3	transcriptomic	gene
INAVA	transcriptomic	gene
INE2	transcriptomic	gene
INKA1	transcriptomic	gene
INPP5D	transcriptomic	gene
INTS4	transcriptomic	gene
IP6K3	transcriptomic	gene
IPW	transcriptomic	gene
IQCB1	transcriptomic	gene
IQCH	transcriptomic	gene
IQUB	transcriptomic	gene
IRAK3	transcriptomic	gene
IRF2BP1	transcriptomic	gene
IRGM	transcriptomic	gene
ISM1	transcriptomic	gene
ISOC2	transcriptomic	gene
ISYNA1	transcriptomic	gene
ITGAX	transcriptomic	gene
ITGB3	transcriptomic	gene
ITGB4	transcriptomic	gene
ITGB6	transcriptomic	gene
ITGB8	transcriptomic	gene
ITLN1	transcriptomic	gene
ITPA	transcriptomic	gene
ITPR1	transcriptomic	gene
ITPR2	transcriptomic	gene
ITPR3	transcriptomic	gene
IVNS1ABP	transcriptomic	gene
IYD	transcriptomic	gene
JADE1	transcriptomic	gene
JAK2	transcriptomic	gene
JCAD	transcriptomic	gene
JCHAIN	transcriptomic	gene
JMJD8	transcriptomic	gene
JOSD2	transcriptomic	gene
JUN	transcriptomic	gene
JUP	transcriptomic	gene
KAAG1	transcriptomic	gene
KANK1	transcriptomic	gene
KANK3	transcriptomic	gene
KANSL1LAS1	transcriptomic	gene
KATNB1	transcriptomic	gene
KCNA7	transcriptomic	gene
KCNH6	transcriptomic	gene
KCNJ16	transcriptomic	gene
KCNK5	transcriptomic	gene
KCNQ1OT1	transcriptomic	gene
KCNQ3	transcriptomic	gene
KCNRG	transcriptomic	gene
KCNS3	transcriptomic	gene
KCNV2	transcriptomic	gene
KCTD12	transcriptomic	gene
KCTD21AS1	transcriptomic	gene
KCTD3	transcriptomic	gene
KCTD5	transcriptomic	gene
KCTD7	transcriptomic	gene
KDELR1	transcriptomic	gene
KDF1	transcriptomic	gene
KDM4C	transcriptomic	gene
KDM6B	transcriptomic	gene
KDM7A	transcriptomic	gene
KEAP1	transcriptomic	gene
KHK	transcriptomic	gene
KIAA0232	transcriptomic	gene
KIAA0825	transcriptomic	gene
KIAA1191	transcriptomic	gene
KIAA1328	transcriptomic	gene
KIAA1549	transcriptomic	gene
KIAA1671	transcriptomic	gene
KIAA1958	transcriptomic	gene
KIAA2013	transcriptomic	gene
KIF13B	transcriptomic	gene
KIF16B	transcriptomic	gene
KIF21A	transcriptomic	gene
KIF22	transcriptomic	gene
KIF27	transcriptomic	gene
KIT	transcriptomic	gene
KLC2	transcriptomic	gene
KLF15	transcriptomic	gene
KLF16	transcriptomic	gene
KLF6	transcriptomic	gene
KLF9	transcriptomic	gene
KLHDC1	transcriptomic	gene
KLHDC8B	transcriptomic	gene
KLHL20	transcriptomic	gene
KLHL3	transcriptomic	gene
KLHL6AS1	transcriptomic	gene
KLK1	transcriptomic	gene
KLKB1	transcriptomic	gene
KLRB1	transcriptomic	gene
KMT2C	transcriptomic	gene
KMT2D	transcriptomic	gene
KNG1	transcriptomic	gene
KNOP1	transcriptomic	gene
KRR1	transcriptomic	gene
KRT222	transcriptomic	gene
KRT7	transcriptomic	gene
KRTAP57	transcriptomic	gene
KRTCAP3	transcriptomic	gene
KXD1	transcriptomic	gene
L3HYPDH	transcriptomic	gene
L3MBTL2AS1	transcriptomic	gene
LAMA5	transcriptomic	gene
LAMC2	transcriptomic	gene
LAMTOR1	transcriptomic	gene
LAMTOR2	transcriptomic	gene
LAMTOR4	transcriptomic	gene
LAPTM5	transcriptomic	gene
LARP1B	transcriptomic	gene
LBX2	transcriptomic	gene
LBX2AS1	transcriptomic	gene
LCIIAR	transcriptomic	gene
LCN2	transcriptomic	gene
LCP1	transcriptomic	gene
LCP2	transcriptomic	gene
LDAF1	transcriptomic	gene
LDHA	transcriptomic	gene
LDLR	transcriptomic	gene
LDOC1	transcriptomic	gene
LEISA1	transcriptomic	gene
LENG1	transcriptomic	gene
LGALS1	transcriptomic	gene
LGALS3BP	transcriptomic	gene
LGALS9	transcriptomic	gene
LGR4	transcriptomic	gene
LHFPL3AS2	transcriptomic	gene
LIFR	transcriptomic	gene
LIG1	transcriptomic	gene
LILRB4	transcriptomic	gene
LIMD2	transcriptomic	gene
LIME1	transcriptomic	gene
LIMS4	transcriptomic	gene
LIN37	transcriptomic	gene
LIN52	transcriptomic	gene
LIN7A	transcriptomic	gene
LINC00294	transcriptomic	gene
LINC00342	transcriptomic	gene
LINC00472	transcriptomic	gene
LINC00473	transcriptomic	gene
LINC00513	transcriptomic	gene
LINC00571	transcriptomic	gene
LINC00602	transcriptomic	gene
LINC00621	transcriptomic	gene
LINC00641	transcriptomic	gene
LINC00645	transcriptomic	gene
LINC00671	transcriptomic	gene
LINC00707	transcriptomic	gene
LINC00845	transcriptomic	gene
LINC00853	transcriptomic	gene
LINC00863	transcriptomic	gene
LINC00871	transcriptomic	gene
LINC00957	transcriptomic	gene
LINC01004	transcriptomic	gene
LINC01028	transcriptomic	gene
LINC01040	transcriptomic	gene
LINC01055	transcriptomic	gene
LINC01093	transcriptomic	gene
LINC01099	transcriptomic	gene
LINC01187	transcriptomic	gene
LINC01239	transcriptomic	gene
LINC01266	transcriptomic	gene
LINC01320	transcriptomic	gene
LINC01338	transcriptomic	gene
LINC01352	transcriptomic	gene
LINC01355	transcriptomic	gene
LINC01392	transcriptomic	gene
LINC01409	transcriptomic	gene
LINC01430	transcriptomic	gene
LINC01450	transcriptomic	gene
LINC01473	transcriptomic	gene
LINC01507	transcriptomic	gene
LINC01530	transcriptomic	gene
LINC01539	transcriptomic	gene
LINC01554	transcriptomic	gene
LINC01558	transcriptomic	gene
LINC01606	transcriptomic	gene
LINC01621	transcriptomic	gene
LINC01625	transcriptomic	gene
LINC01679	transcriptomic	gene
LINC01697	transcriptomic	gene
LINC01712	transcriptomic	gene
LINC01719	transcriptomic	gene
LINC01788	transcriptomic	gene
LINC01806	transcriptomic	gene
LINC01816	transcriptomic	gene
LINC01843	transcriptomic	gene
LINC01864	transcriptomic	gene
LINC01871	transcriptomic	gene
LINC01943	transcriptomic	gene
LINC02260	transcriptomic	gene
LINC02275	transcriptomic	gene
LINC02447	transcriptomic	gene
LINC02499	transcriptomic	gene
LINC02529	transcriptomic	gene
LINC02589	transcriptomic	gene
LINC02603	transcriptomic	gene
LINC02675	transcriptomic	gene
LINC02715	transcriptomic	gene
LINC02771	transcriptomic	gene
LINC02987	transcriptomic	gene
LINC03009	transcriptomic	gene
LINC03022	transcriptomic	gene
LINC03030	transcriptomic	gene
LINC03069	transcriptomic	gene
LINCPINT	transcriptomic	gene
LIPEAS1	transcriptomic	gene
LIPG	transcriptomic	gene
LIX1	transcriptomic	gene
LLGL2	transcriptomic	gene
LLPHDT	transcriptomic	gene
LMAN2	transcriptomic	gene
LMO7	transcriptomic	gene
LNP1	transcriptomic	gene
LOC100128653	transcriptomic	gene
LOC100129034	transcriptomic	gene
LOC100129617	transcriptomic	gene
LOC100131257	transcriptomic	gene
LOC100134040	transcriptomic	gene
LOC100240735	transcriptomic	gene
LOC100286922	transcriptomic	gene
LOC100289230	transcriptomic	gene
LOC100505716	transcriptomic	gene
LOC100505736	transcriptomic	gene
LOC100505985	transcriptomic	gene
LOC100506405	transcriptomic	gene
LOC100506606	transcriptomic	gene
LOC100507334	transcriptomic	gene
LOC100507412	transcriptomic	gene
LOC100996740	transcriptomic	gene
LOC101060445	transcriptomic	gene
LOC101926944	transcriptomic	gene
LOC101927023	transcriptomic	gene
LOC101927060	transcriptomic	gene
LOC101927082	transcriptomic	gene
LOC101927845	transcriptomic	gene
LOC101928004	transcriptomic	gene
LOC101928105	transcriptomic	gene
LOC101928131	transcriptomic	gene
LOC101928381	transcriptomic	gene
LOC101928389	transcriptomic	gene
LOC101928525	transcriptomic	gene
LOC101928906	transcriptomic	gene
LOC101929633	transcriptomic	gene
LOC101929777	transcriptomic	gene
LOC101929963	transcriptomic	gene
LOC102723342	transcriptomic	gene
LOC102723392	transcriptomic	gene
LOC102723739	transcriptomic	gene
LOC102723763	transcriptomic	gene
LOC102723789	transcriptomic	gene
LOC102724072	transcriptomic	gene
LOC102724572	transcriptomic	gene
LOC102724587	transcriptomic	gene
LOC102724805	transcriptomic	gene
LOC102725148	transcriptomic	gene
LOC105369405	transcriptomic	gene
LOC105369663	transcriptomic	gene
LOC105369714	transcriptomic	gene
LOC105370109	transcriptomic	gene
LOC105370844	transcriptomic	gene
LOC105371622	transcriptomic	gene
LOC105372132	transcriptomic	gene
LOC105372157	transcriptomic	gene
LOC105373218	transcriptomic	gene
LOC105373547	transcriptomic	gene
LOC105374458	transcriptomic	gene
LOC105374528	transcriptomic	gene
LOC105374659	transcriptomic	gene
LOC105375157	transcriptomic	gene
LOC105375267	transcriptomic	gene
LOC105375282	transcriptomic	gene
LOC105375370	transcriptomic	gene
LOC105375469	transcriptomic	gene
LOC105375527	transcriptomic	gene
LOC105376105	transcriptomic	gene
LOC105376360	transcriptomic	gene
LOC105376644	transcriptomic	gene
LOC105377483	transcriptomic	gene
LOC105377862	transcriptomic	gene
LOC105378177	transcriptomic	gene
LOC105379484	transcriptomic	gene
LOC148696	transcriptomic	gene
LOC286437	transcriptomic	gene
LOC375196	transcriptomic	gene
LOC401191	transcriptomic	gene
LOC497256	transcriptomic	gene
LOC613038	transcriptomic	gene
LOC643406	transcriptomic	gene
LOC646813	transcriptomic	gene
LOC728989	transcriptomic	gene
LOC729968	transcriptomic	gene
LONP2	transcriptomic	gene
LONRF1	transcriptomic	gene
LONRF2	transcriptomic	gene
LONRF3	transcriptomic	gene
LOXL1	transcriptomic	gene
LPAR2	transcriptomic	gene
LPCAT4	transcriptomic	gene
LPPAS1	transcriptomic	gene
LRATD2	transcriptomic	gene
LRBA	transcriptomic	gene
LRCH1	transcriptomic	gene
LRFN3	transcriptomic	gene
LRG1	transcriptomic	gene
LRP10	transcriptomic	gene
LRP1B	transcriptomic	gene
LRP2BP	transcriptomic	gene
LRP5	transcriptomic	gene
LRPAP1	transcriptomic	gene
LRRC2	transcriptomic	gene
LRRC32	transcriptomic	gene
LRRC70	transcriptomic	gene
LRRC75B	transcriptomic	gene
LRRFIP1	transcriptomic	gene
LRRFIP2	transcriptomic	gene
LRRN2	transcriptomic	gene
LRRN3	transcriptomic	gene
LRRN4	transcriptomic	gene
LRRN4CL	transcriptomic	gene
LRRTM2	transcriptomic	gene
LSM2	transcriptomic	gene
LSM7	transcriptomic	gene
LSMEM1	transcriptomic	gene
LSR	transcriptomic	gene
LSS	transcriptomic	gene
LTB	transcriptomic	gene
LTBR	transcriptomic	gene
LTF	transcriptomic	gene
LTN1	transcriptomic	gene
LUARIS	transcriptomic	gene
LUC7L	transcriptomic	gene
LUC7L3	transcriptomic	gene
LUM	transcriptomic	gene
LY86	transcriptomic	gene
LY96	transcriptomic	gene
LYN	transcriptomic	gene
LYPD1	transcriptomic	gene
LYRM4	transcriptomic	gene
LYRM7	transcriptomic	gene
LYSMD1	transcriptomic	gene
LYZ	transcriptomic	gene
LZTS2	transcriptomic	gene
MAB21L4	transcriptomic	gene
MACC1AS1	transcriptomic	gene
MACROD1	transcriptomic	gene
MACROD2AS1	transcriptomic	gene
MACROH2A2	transcriptomic	gene
MAD1L1	transcriptomic	gene
MAD2L2	transcriptomic	gene
MAGI1	transcriptomic	gene
MAGI1AS1	transcriptomic	gene
MAGI2	transcriptomic	gene
MALAT1	transcriptomic	gene
MAN2B1	transcriptomic	gene
MAOA	transcriptomic	gene
MAP1LC3A	transcriptomic	gene
MAP1S	transcriptomic	gene
MAP3K11	transcriptomic	gene
MAP3K5	transcriptomic	gene
MAP3K5AS1	transcriptomic	gene
MAP3K8	transcriptomic	gene
MAPK11	transcriptomic	gene
MARCHF2	transcriptomic	gene
MARCKS	transcriptomic	gene
MARVELD3	transcriptomic	gene
MASP1	transcriptomic	gene
MAST3	transcriptomic	gene
MAST4AS1	transcriptomic	gene
MAZ	transcriptomic	gene
MBIP	transcriptomic	gene
MBLAC1	transcriptomic	gene
MBNL2	transcriptomic	gene
MBOAT7	transcriptomic	gene
MCCD1	transcriptomic	gene
MCL1	transcriptomic	gene
MCOLN1	transcriptomic	gene
MCOLN3	transcriptomic	gene
MCRIP1	transcriptomic	gene
MCRIP2	transcriptomic	gene
MDM4	transcriptomic	gene
MDN1	transcriptomic	gene
ME1	transcriptomic	gene
MECOM	transcriptomic	gene
MED11	transcriptomic	gene
MED16	transcriptomic	gene
MED29	transcriptomic	gene
MEF2D	transcriptomic	gene
MEPCE	transcriptomic	gene
MERTK	transcriptomic	gene
METRN	transcriptomic	gene
METTL13	transcriptomic	gene
METTL26	transcriptomic	gene
MFAP4	transcriptomic	gene
MFFDT	transcriptomic	gene
MFSD10	transcriptomic	gene
MFSD12	transcriptomic	gene
MFSD5	transcriptomic	gene
MGAM	transcriptomic	gene
MGAT4A	transcriptomic	gene
MGAT4B	transcriptomic	gene
MGRN1	transcriptomic	gene
MICOS10P1	transcriptomic	gene
MICOS13	transcriptomic	gene
MICU3	transcriptomic	gene
MID1IP1	transcriptomic	gene
MIF	transcriptomic	gene
MIF4GD	transcriptomic	gene
MIIP	transcriptomic	gene
MILIP	transcriptomic	gene
MINDY1	transcriptomic	gene
MINK1	transcriptomic	gene
MIOSDT	transcriptomic	gene
MIOX	transcriptomic	gene
MIR11852	transcriptomic	gene
MIR1229	transcriptomic	gene
MIR1231	transcriptomic	gene
MIR127	transcriptomic	gene
MIR1270	transcriptomic	gene
MIR181A2	transcriptomic	gene
MIR1910	transcriptomic	gene
MIR196B	transcriptomic	gene
MIR199A2	transcriptomic	gene
MIR206	transcriptomic	gene
MIR21	transcriptomic	gene
MIR210	transcriptomic	gene
MIR2181	transcriptomic	gene
MIR221	transcriptomic	gene
MIR222	transcriptomic	gene
MIR22HG	transcriptomic	gene
MIR2861	transcriptomic	gene
MIR29B2CHG	transcriptomic	gene
MIR29C	transcriptomic	gene
MIR302B	transcriptomic	gene
MIR30C2	transcriptomic	gene
MIR31162	transcriptomic	gene
MIR31602	transcriptomic	gene
MIR3161	transcriptomic	gene
MIR3175	transcriptomic	gene
MIR31805	transcriptomic	gene
MIR3182	transcriptomic	gene
MIR31981	transcriptomic	gene
MIR32	transcriptomic	gene
MIR33B	transcriptomic	gene
MIR3622B	transcriptomic	gene
MIR3662	transcriptomic	gene
MIR36701	transcriptomic	gene
MIR3674	transcriptomic	gene
MIR421	transcriptomic	gene
MIR425	transcriptomic	gene
MIR4261	transcriptomic	gene
MIR4270	transcriptomic	gene
MIR433	transcriptomic	gene
MIR44351	transcriptomic	gene
MIR4451	transcriptomic	gene
MIR4521	transcriptomic	gene
MIR4525	transcriptomic	gene
MIR4641	transcriptomic	gene
MIR4659B	transcriptomic	gene
MIR4672	transcriptomic	gene
MIR4677	transcriptomic	gene
MIR4732	transcriptomic	gene
MIR4796	transcriptomic	gene
MIR494	transcriptomic	gene
MIR500B	transcriptomic	gene
MIR5047	transcriptomic	gene
MIR5091	transcriptomic	gene
MIR5092	transcriptomic	gene
MIR5093	transcriptomic	gene
MIR510	transcriptomic	gene
MIR513A2	transcriptomic	gene
MIR514A1	transcriptomic	gene
MIR514A2	transcriptomic	gene
MIR518B	transcriptomic	gene
MIR532	transcriptomic	gene
MIR539	transcriptomic	gene
MIR548AB	transcriptomic	gene
MIR548F2	transcriptomic	gene
MIR548I1	transcriptomic	gene
MIR550B1	transcriptomic	gene
MIR551A	transcriptomic	gene
MIR558	transcriptomic	gene
MIR570	transcriptomic	gene
MIR581	transcriptomic	gene
MIR583	transcriptomic	gene
MIR587	transcriptomic	gene
MIR612	transcriptomic	gene
MIR644A	transcriptomic	gene
MIR91	transcriptomic	gene
MIR98	transcriptomic	gene
MIR99B	transcriptomic	gene
MIRLET7A1	transcriptomic	gene
MIRLET7C	transcriptomic	gene
MLLT1	transcriptomic	gene
MLST8	transcriptomic	gene
MLXIP	transcriptomic	gene
MLXIPL	transcriptomic	gene
MME	transcriptomic	gene
MMP7	transcriptomic	gene
MNDA	transcriptomic	gene
MNT	transcriptomic	gene
MOCS2	transcriptomic	gene
MOCS3	transcriptomic	gene
MON1B	transcriptomic	gene
MON2	transcriptomic	gene
MORC4	transcriptomic	gene
MOSPD3	transcriptomic	gene
MOXD1	transcriptomic	gene
MPEG1	transcriptomic	gene
MPG	transcriptomic	gene
MPLKIP	transcriptomic	gene
MPST	transcriptomic	gene
MRC1	transcriptomic	gene
MRGBP	transcriptomic	gene
MRI1	transcriptomic	gene
MRO	transcriptomic	gene
MRPL12	transcriptomic	gene
MRPL14	transcriptomic	gene
MRPL22	transcriptomic	gene
MRPL28	transcriptomic	gene
MRPL34	transcriptomic	gene
MRPL4	transcriptomic	gene
MRPL41	transcriptomic	gene
MRPL42P5	transcriptomic	gene
MRPL43	transcriptomic	gene
MRPL44	transcriptomic	gene
MRPL54	transcriptomic	gene
MRPS12	transcriptomic	gene
MRPS34	transcriptomic	gene
MS4A6A	transcriptomic	gene
MS4A7	transcriptomic	gene
MSRA	transcriptomic	gene
MSTN	transcriptomic	gene
MT1A	transcriptomic	gene
MT1E	transcriptomic	gene
MT3	transcriptomic	gene
MTARC1	transcriptomic	gene
MTFP1	transcriptomic	gene
MTMR7	transcriptomic	gene
MTNR1A	transcriptomic	gene
MTR	transcriptomic	gene
MTRNR2L2	transcriptomic	gene
MTSS2	transcriptomic	gene
MTURN	transcriptomic	gene
MTX1	transcriptomic	gene
MUC1	transcriptomic	gene
MUL1	transcriptomic	gene
MVD	transcriptomic	gene
MXD4	transcriptomic	gene
MXRA8	transcriptomic	gene
MYBBP1A	transcriptomic	gene
MYC	transcriptomic	gene
MYCBP2	transcriptomic	gene
MYCBP2AS1	transcriptomic	gene
MYDGF	transcriptomic	gene
MYG1	transcriptomic	gene
MYH11	transcriptomic	gene
MYL9	transcriptomic	gene
MYLIP	transcriptomic	gene
MYO1B	transcriptomic	gene
MYO9B	transcriptomic	gene
MYOF	transcriptomic	gene
MYPOP	transcriptomic	gene
MYSM1	transcriptomic	gene
N4BP2L2	transcriptomic	gene
N4BP2L2IT2	transcriptomic	gene
NAA10	transcriptomic	gene
NAA38	transcriptomic	gene
NAA80	transcriptomic	gene
NAALAD2	transcriptomic	gene
NAGK	transcriptomic	gene
NAGLU	transcriptomic	gene
NAIF1	transcriptomic	gene
NAPRT	transcriptomic	gene
NARS2AS1	transcriptomic	gene
NAT8	transcriptomic	gene
NAT8B	transcriptomic	gene
NAT9	transcriptomic	gene
NATD1	transcriptomic	gene
NCCRP1	transcriptomic	gene
NCEH1	transcriptomic	gene
NCKAP1L	transcriptomic	gene
NCKAP5AS2	transcriptomic	gene
NCLN	transcriptomic	gene
NCOA5	transcriptomic	gene
NCOA7AS1	transcriptomic	gene
NCOR2	transcriptomic	gene
NDEL1	transcriptomic	gene
NDNF	transcriptomic	gene
NDOR1	transcriptomic	gene
NDUFA11	transcriptomic	gene
NDUFA7	transcriptomic	gene
NDUFAF5	transcriptomic	gene
NDUFB2AS1	transcriptomic	gene
NDUFB7	transcriptomic	gene
NDUFS7	transcriptomic	gene
NEAT1	transcriptomic	gene
NECTIN2	transcriptomic	gene
NEDD9	transcriptomic	gene
NELFB	transcriptomic	gene
NEMF	transcriptomic	gene
NET1	transcriptomic	gene
NEURL2	transcriptomic	gene
NEXN	transcriptomic	gene
NFE2L3	transcriptomic	gene
NFIC	transcriptomic	gene
NFIL3	transcriptomic	gene
NFIX	transcriptomic	gene
NFKB2	transcriptomic	gene
NFKBIA	transcriptomic	gene
NFKBIB	transcriptomic	gene
NFKBIZ	transcriptomic	gene
NFYCAS1	transcriptomic	gene
NHERF2	transcriptomic	gene
NHLRC4	transcriptomic	gene
NHP2	transcriptomic	gene
NHSAS1	transcriptomic	gene
NHSL1	transcriptomic	gene
NICOL1	transcriptomic	gene
NINJ1	transcriptomic	gene
NIPAL4DT	transcriptomic	gene
NKAIN3	transcriptomic	gene
NKG7	transcriptomic	gene
NKTR	transcriptomic	gene
NLGN1AS1	transcriptomic	gene
NMB	transcriptomic	gene
NME1	transcriptomic	gene
NME3	transcriptomic	gene
NMRAL1	transcriptomic	gene
NOB1	transcriptomic	gene
NOC4L	transcriptomic	gene
NOP2	transcriptomic	gene
NOSIP	transcriptomic	gene
NOSTRIN	transcriptomic	gene
NOTCH2NLA	transcriptomic	gene
NPIPB5	transcriptomic	gene
NPRL3	transcriptomic	gene
NPY1R	transcriptomic	gene
NR0B2	transcriptomic	gene
NR1D1	transcriptomic	gene
NR1I3	transcriptomic	gene
NR2C2AP	transcriptomic	gene
NR2F2	transcriptomic	gene
NR2F6	transcriptomic	gene
NR4A1	transcriptomic	gene
NR4A2	transcriptomic	gene
NR4A3	transcriptomic	gene
NRM	transcriptomic	gene
NRSN2	transcriptomic	gene
NT5C	transcriptomic	gene
NT5DC1	transcriptomic	gene
NTHL1	transcriptomic	gene
NTNG1	transcriptomic	gene
NUBP2	transcriptomic	gene
NUDT1	transcriptomic	gene
NUDT14	transcriptomic	gene
NUDT16DT	transcriptomic	gene
NUDT16L1	transcriptomic	gene
NUDT19	transcriptomic	gene
NUDT7	transcriptomic	gene
NUDT8	transcriptomic	gene
NUGGC	transcriptomic	gene
NUPR1	transcriptomic	gene
NUS1P3	transcriptomic	gene
NXPE3	transcriptomic	gene
OAF	transcriptomic	gene
OAS1	transcriptomic	gene
OAZ1	transcriptomic	gene
OAZ2	transcriptomic	gene
ODR4	transcriptomic	gene
OGFOD3	transcriptomic	gene
OGFRL1	transcriptomic	gene
OGG1	transcriptomic	gene
OGT	transcriptomic	gene
OLR1	transcriptomic	gene
OMG	transcriptomic	gene
OR10AD1	transcriptomic	gene
OR2T11	transcriptomic	gene
OR2T29	transcriptomic	gene
OR2T34	transcriptomic	gene
OR2T5	transcriptomic	gene
OR4F15	transcriptomic	gene
OR4F29	transcriptomic	gene
