gene_id	gene_symbol	tissue	score	source
ENSG00000225775.1	RP11-354I10.1	Liver	1.251722671203743e-06	GTEx
ENSG00000181355.20	OFCC1	Liver	0.0	GTEx
ENSG00000216368.2	RP3-486D24.1	Liver	0.0	GTEx
ENSG00000229765.2	RP11-339A7.1	Liver	0.0	GTEx
ENSG00000221583.1	RNU6ATAC21P	Liver	0.0	GTEx
ENSG00000216781.2	RP1-290I10.2	Liver	0.0	GTEx
ENSG00000137203.10	TFAP2A	Liver	8.96469587409613e-07	GTEx
ENSG00000229950.1	TFAP2A-AS1	Liver	1.3040408336877926e-06	GTEx
ENSG00000228478.1	RP1-290I10.3	Liver	0.0	GTEx
ENSG00000183674.11	LINC00518	Liver	0.0	GTEx
ENSG00000263705.1	MIR5689	Liver	0.0	GTEx
ENSG00000229401.1	MIR5689HG	Liver	0.0	GTEx
ENSG00000238076.1	MRPL48P1	Liver	0.0	GTEx
ENSG00000231056.1	RP1-290I10.5	Liver	0.0	GTEx
ENSG00000111846.16	GCNT2	Liver	5.082943428328371e-05	GTEx
ENSG00000237685.1	RP11-360O19.4	Liver	0.0	GTEx
ENSG00000216359.1	RP11-360O19.1	Liver	0.0	GTEx
ENSG00000217181.1	RP11-360O19.5	Liver	6.893236920459379e-07	GTEx
ENSG00000205318.5	GCNT6	Liver	9.197788175244576e-07	GTEx
ENSG00000137434.11	C6orf52	Liver	5.953211399404509e-06	GTEx
ENSG00000201048.1	Y_RNA	Liver	0.0	GTEx
ENSG00000111845.4	PAK1IP1	Liver	0.00013022543598468735	GTEx
ENSG00000111843.13	TMEM14C	Liver	0.0008712037430880476	GTEx
ENSG00000272097.1	RP11-421M1.8	Liver	2.0093577201190985e-06	GTEx
ENSG00000137210.13	TMEM14B	Liver	0.0001530667800935772	GTEx
ENSG00000222383.1	RNA5SP203	Liver	0.0	GTEx
ENSG00000111837.11	MAK	Liver	1.5606125053168865e-06	GTEx
ENSG00000124827.6	GCM2	Liver	0.0	GTEx
ENSG00000235051.3	RP11-637O19.2	Liver	0.0	GTEx
ENSG00000153157.12	SYCP2L	Liver	1.7303275202041685e-06	GTEx
ENSG00000197977.3	ELOVL2	Liver	0.00011832411739685241	GTEx
ENSG00000274541.1	RP1-62D2.4	Liver	0.0	GTEx
ENSG00000230314.6	ELOVL2-AS1	Liver	2.177796682262867e-06	GTEx
ENSG00000224531.5	SMIM13	Liver	9.06763079540621e-05	GTEx
ENSG00000244476.2	ERVFRD-1	Liver	7.342407486176095e-07	GTEx
ENSG00000271245.1	RP4-761I2.5	Liver	0.0	GTEx
ENSG00000247925.2	RP3-510L9.1	Liver	0.0	GTEx
ENSG00000111859.16	NEDD9	Liver	4.104636324968098e-05	GTEx
ENSG00000233656.1	RP11-716O23.1	Liver	0.0	GTEx
ENSG00000242753.1	RP11-716O23.2	Liver	0.0	GTEx
ENSG00000202313.1	RNU1-64P	Liver	0.0	GTEx
ENSG00000218020.3	THAP12P5	Liver	0.0	GTEx
ENSG00000205269.5	TMEM170B	Liver	5.018290089323692e-05	GTEx
ENSG00000271897.1	RP11-679B17.2	Liver	0.0	GTEx
ENSG00000277473.1	Metazoa_SRP	Liver	0.0	GTEx
ENSG00000207419.1	SNORA67	Liver	0.0	GTEx
ENSG00000111863.12	ADTRP	Liver	5.061675882603147e-06	GTEx
ENSG00000234427.1	RP3-413H6.2	Liver	5.274351339855381e-06	GTEx
ENSG00000215124.2	AMD1P4	Liver	3.298170991067631e-05	GTEx
ENSG00000225102.1	RP11-456H18.1	Liver	0.0	GTEx
ENSG00000229896.2	RP11-456H18.2	Liver	6.714589536367504e-05	GTEx
ENSG00000095951.16	HIVEP1	Liver	6.597192683964271e-05	GTEx
ENSG00000078401.6	EDN1	Liver	2.601446193109315e-05	GTEx
ENSG00000218893.1	SUMO2P12	Liver	0.0	GTEx
ENSG00000223321.1	RN7SKP293	Liver	0.0	GTEx
ENSG00000212802.4	RPL15P3	Liver	4.594640578477243e-05	GTEx
ENSG00000234015.1	RP11-125M16.1	Liver	0.0	GTEx
ENSG00000112137.17	PHACTR1	Liver	4.177796682262867e-06	GTEx
ENSG00000206702.1	RNU1-11P	Liver	0.0	GTEx
ENSG00000215022.7	RP1-257A7.4	Liver	5.820501914079115e-06	GTEx
ENSG00000145979.17	TBC1D7	Liver	3.079540621012335e-05	GTEx
ENSG00000272379.1	RP1-257A7.5	Liver	0.0	GTEx
ENSG00000145990.10	GFOD1	Liver	5.707358570820927e-05	GTEx
ENSG00000237786.1	GFOD1-AS1	Liver	0.0	GTEx
ENSG00000218265.1	RPS4XP7	Liver	1.673415567843471e-06	GTEx
ENSG00000202351.1	RN7SKP204	Liver	0.0	GTEx
ENSG00000124523.15	SIRT5	Liver	0.00016554657592513826	GTEx
ENSG00000225921.6	NOL7	Liver	0.00035678434708634623	GTEx
ENSG00000010017.12	RANBP9	Liver	0.0002313908974904296	GTEx
ENSG00000050393.11	MCUR1	Liver	9.222458528285837e-05	GTEx
ENSG00000272209.1	RP3-500L14.2	Liver	1.5598468736707783e-06	GTEx
ENSG00000180537.12	RNF182	Liver	2.440663547426627e-07	GTEx
ENSG00000220868.2	MRPL35P1	Liver	0.0	GTEx
ENSG00000233981.1	RP3-380E11.2	Liver	0.0	GTEx
ENSG00000112149.9	CD83	Liver	2.372607401105912e-05	GTEx
ENSG00000238987.1	RNU7-133P	Liver	0.0	GTEx
ENSG00000230631.1	RP11-359N11.1	Liver	0.0	GTEx
ENSG00000226673.2	LINC01108	Liver	0.0	GTEx
ENSG00000237346.1	RP3-448I9.2	Liver	0.0	GTEx
ENSG00000234540.1	RP3-448I9.1	Liver	0.0	GTEx
ENSG00000229646.2	RP11-330A16.1	Liver	0.0	GTEx
ENSG00000206960.1	RNU6-793P	Liver	0.0	GTEx
ENSG00000234261.3	RP11-146I2.1	Liver	0.0	GTEx
ENSG00000216754.2	RP1-190J20.2	Liver	0.0	GTEx
ENSG00000242989.3	RN7SL332P	Liver	0.0	GTEx
ENSG00000271888.1	RP11-560J1.2	Liver	2.3062526584432158e-06	GTEx
ENSG00000008083.13	JARID2	Liver	4.333475116971501e-05	GTEx
ENSG00000235488.1	JARID2-AS1	Liver	2.819225861335602e-06	GTEx
ENSG00000201367.1	RNU6-522P	Liver	0.0	GTEx
ENSG00000201519.1	RNU6-645P	Liver	0.0	GTEx
ENSG00000277411.1	5S_rRNA	Liver	0.0	GTEx
ENSG00000047579.19	DTNBP1	Liver	5.304976605699702e-05	GTEx
ENSG00000214027.3	ARPC3P5	Liver	0.0	GTEx
ENSG00000232947.1	RP11-401E14.2	Liver	0.0	GTEx
ENSG00000274212.1	RP11-401E14.3	Liver	0.0	GTEx
ENSG00000217585.1	RP1-13D10.5	Liver	0.0	GTEx
ENSG00000007944.14	MYLIP	Liver	5.012335176520629e-05	GTEx
ENSG00000263712.1	MIR4639	Liver	0.0	GTEx
ENSG00000218073.1	RP1-13D10.2	Liver	1.1596767333049766e-06	GTEx
ENSG00000217078.1	RP1-13D10.3	Liver	1.654870267971076e-06	GTEx
ENSG00000216364.1	MRPL42P2	Liver	0.0	GTEx
ENSG00000251831.1	RNU6-1114P	Liver	0.0	GTEx
ENSG00000207193.1	Y_RNA	Liver	0.0	GTEx
ENSG00000137198.9	GMPR	Liver	6.452573373032752e-05	GTEx
ENSG00000282024.1	RP3-467D16.3	Liver	0.0	GTEx
ENSG00000124788.17	ATXN1	Liver	4.624415142492556e-05	GTEx
ENSG00000229931.1	RP1-151F17.1	Liver	2.9987239472564865e-05	GTEx
ENSG00000272341.1	RP1-151F17.2	Liver	8.309655465759253e-05	GTEx
ENSG00000230873.8	STMND1	Liver	5.917481922586133e-07	GTEx
ENSG00000112183.14	RBM24	Liver	4.54955338153977e-06	GTEx
ENSG00000219314.1	RP1-273P12.1	Liver	0.0	GTEx
ENSG00000112186.11	CAP2	Liver	3.2445767758400683e-05	GTEx
ENSG00000184612.8	RPL7P26	Liver	7.973628243300723e-07	GTEx
ENSG00000218359.1	SUMO2P13	Liver	0.0	GTEx
ENSG00000137414.5	FAM8A1	Liver	0.00039242875372182053	GTEx
ENSG00000124789.11	NUP153	Liver	0.00016234793704806465	GTEx
ENSG00000206881.1	RNU6-190P	Liver	0.0	GTEx
ENSG00000272269.1	RP11-500C11.3	Liver	2.6746065504040835e-05	GTEx
ENSG00000201415.1	RNA5SP204	Liver	0.0	GTEx
ENSG00000201442.2	Y_RNA	Liver	0.0	GTEx
ENSG00000137177.19	KIF13A	Liver	7.123777116120798e-05	GTEx
ENSG00000220920.1	RP3-525L6.2	Liver	2.3071033602722248e-06	GTEx
ENSG00000187566.5	NHLRC1	Liver	4.212675457252233e-05	GTEx
ENSG00000137364.4	TPMT	Liver	0.0004632922160782645	GTEx
ENSG00000165097.13	KDM1B	Liver	4.459378987664824e-05	GTEx
ENSG00000124795.14	DEK	Liver	0.00030012760527435133	GTEx
ENSG00000199715.1	Y_RNA	Liver	0.0	GTEx
ENSG00000278102.1	RP11-14J16.1	Liver	0.0	GTEx
ENSG00000200681.1	RNU6-263P	Liver	0.0	GTEx
ENSG00000217414.2	DDX18P3	Liver	0.0	GTEx
ENSG00000218976.2	RP11-528A10.1	Liver	0.0	GTEx
ENSG00000137393.9	RNF144B	Liver	9.86473840918758e-05	GTEx
ENSG00000283408.1	RP1-242N11.1	Liver	0.0	GTEx
ENSG00000207775.1	MIR548A1	Liver	0.0	GTEx
ENSG00000217379.2	RP11-254A17.1	Liver	0.0	GTEx
ENSG00000231662.1	RP11-686D16.1	Liver	0.0	GTEx
ENSG00000228412.7	RP4-625H18.2	Liver	3.596767333049766e-07	GTEx
ENSG00000218643.2	RPL5P20	Liver	0.0	GTEx
ENSG00000201523.1	RNA5SP205	Liver	0.0	GTEx
ENSG00000214012.4	KRT18P38	Liver	0.0	GTEx
ENSG00000217314.2	UQCRFS1P3	Liver	0.0	GTEx
ENSG00000200957.1	RNU6-801P	Liver	0.0	GTEx
ENSG00000172201.11	ID4	Liver	3.707358570820928e-05	GTEx
ENSG00000229700.1	RP1-130G2.1	Liver	6.858358145470012e-07	GTEx
ENSG00000172197.10	MBOAT1	Liver	4.850701829008932e-05	GTEx
ENSG00000227803.2	RP11-239H6.2	Liver	0.0	GTEx
ENSG00000112242.14	E2F3	Liver	3.834963845172267e-05	GTEx
ENSG00000240869.3	RN7SL128P	Liver	0.0	GTEx
ENSG00000224707.1	E2F3-IT1	Liver	0.0	GTEx
ENSG00000222431.1	RNU6-141P	Liver	0.0	GTEx
ENSG00000201683.1	Y_RNA	Liver	0.0	GTEx
ENSG00000145996.11	CDKAL1	Liver	3.2632922160782646e-05	GTEx
ENSG00000225832.1	RP3-348I23.3	Liver	0.0	GTEx
ENSG00000233848.1	RP3-348I23.2	Liver	0.0	GTEx
ENSG00000252046.1	RNU6-150P	Liver	0.0	GTEx
ENSG00000227089.2	RP1-135L22.1	Liver	0.0	GTEx
ENSG00000280989.1	LINC00581	Liver	0.0	GTEx
ENSG00000231754.2	RP11-204E9.1	Liver	0.0	GTEx
ENSG00000283480.1	RP11-204E9.3	Liver	0.0	GTEx
ENSG00000124766.6	SOX4	Liver	2.1990642279880903e-05	GTEx
ENSG00000220771.2	BOLA2P3	Liver	0.0	GTEx
ENSG00000272168.6	CASC15	Liver	7.576350489153552e-07	GTEx
ENSG00000280443.1	RP4-551N11.1	Liver	0.0	GTEx
ENSG00000222515.1	RN7SKP240	Liver	0.0	GTEx
ENSG00000260455.1	NBAT1	Liver	0.0	GTEx
ENSG00000219404.2	RP11-524C21.1	Liver	0.0	GTEx
ENSG00000261568.1	RP11-524C21.2	Liver	0.0	GTEx
ENSG00000172179.11	PRL	Liver	2.4925563589961717e-05	GTEx
ENSG00000112273.6	HDGFL1	Liver	0.0	GTEx
ENSG00000228772.2	RP1-309H15.2	Liver	0.0	GTEx
ENSG00000233358.2	RP1-209A6.1	Liver	0.0	GTEx
ENSG00000218476.2	RP11-108N13.1	Liver	0.0	GTEx
ENSG00000207394.1	RNU6-1060P	Liver	0.0	GTEx
ENSG00000235743.1	RP11-439H9.1	Liver	0.0	GTEx
ENSG00000219453.1	RP4-810F7.1	Liver	0.0	GTEx
ENSG00000278128.1	RP11-440J4.2	Liver	0.0	GTEx
ENSG00000218512.2	SPTLC1P2	Liver	0.0	GTEx
ENSG00000220748.2	RP1-59B16.1	Liver	0.0	GTEx
ENSG00000219582.3	HNRNPA1P58	Liver	0.0	GTEx
ENSG00000152954.11	NRSN1	Liver	1.4332624415142493e-07	GTEx
ENSG00000251830.1	SNORD46	Liver	0.0	GTEx
ENSG00000146038.11	DCDC2	Liver	1.4969800085070184e-05	GTEx
ENSG00000146049.1	KAAG1	Liver	3.2394725648660146e-06	GTEx
ENSG00000202050.1	RNU6-391P	Liver	0.0	GTEx
ENSG00000124532.14	MRS2	Liver	0.0001712462781794981	GTEx
ENSG00000112293.14	GPLD1	Liver	0.00017507443641003826	GTEx
ENSG00000112294.12	ALDH5A1	Liver	0.000559336452573373	GTEx
ENSG00000137261.13	KIAA0319	Liver	6.029774564015313e-07	GTEx
ENSG00000218186.2	KRT8P43	Liver	0.0	GTEx
ENSG00000111802.13	TDP2	Liver	0.00028285835814547	GTEx
ENSG00000112304.10	ACOT13	Liver	0.000217524457677584	GTEx
ENSG00000272345.1	RP1-30M3.5	Liver	5.8409187579753294e-05	GTEx
ENSG00000112308.12	C6orf62	Liver	0.000653424074861761	GTEx
ENSG00000272402.1	RP1-30M3.6	Liver	4.4763930242450024e-05	GTEx
ENSG00000224164.1	RP3-369A17.4	Liver	0.0	GTEx
ENSG00000218806.2	RP3-369A17.2	Liver	0.0	GTEx
ENSG00000112312.9	GMNN	Liver	0.00010856656741811995	GTEx
ENSG00000260286.3	C6orf229	Liver	0.0	GTEx
ENSG00000111913.17	FAM65B	Liver	2.3368779242875373e-05	GTEx
ENSG00000217083.1	MTCO2P33	Liver	0.0	GTEx
ENSG00000214975.4	PPIAP29	Liver	1.3350914504466184e-05	GTEx
ENSG00000272053.1	RP11-367G6.3	Liver	3.843470863462356e-06	GTEx
ENSG00000220517.2	ASS1P1	Liver	2.5827307528711184e-06	GTEx
ENSG00000244618.3	RN7SL334P	Liver	0.0	GTEx
ENSG00000229313.1	RP3-425P12.5	Liver	0.0	GTEx
ENSG00000223623.1	RP3-425P12.1	Liver	0.0	GTEx
ENSG00000230372.1	RP3-425P12.2	Liver	0.0	GTEx
ENSG00000168405.15	CMAHP	Liver	4.01616333475117e-05	GTEx
ENSG00000219682.4	RP3-425P12.4	Liver	7.178222033177372e-07	GTEx
ENSG00000262400.1	RP11-191A15.1	Liver	0.0	GTEx
ENSG00000217805.2	RP11-191A15.2	Liver	0.0	GTEx
ENSG00000219681.2	RP11-191A15.4	Liver	0.0	GTEx
ENSG00000235733.2	RP3-522P13.3	Liver	0.0	GTEx
ENSG00000271108.1	KATNBL1P5	Liver	0.0	GTEx
ENSG00000216718.7	RP3-522P13.1	Liver	0.0	GTEx
ENSG00000213972.3	RP3-522P13.2	Liver	0.0	GTEx
ENSG00000079691.17	CARMIL1	Liver	1.8315610378562313e-05	GTEx
ENSG00000207286.1	Y_RNA	Liver	0.0	GTEx
ENSG00000207490.1	RNU6-987P	Liver	0.0	GTEx
ENSG00000079689.13	SCGN	Liver	1.8392173543173118e-05	GTEx
ENSG00000217408.2	PRELID1P2	Liver	0.0	GTEx
ENSG00000164508.4	HIST1H2AA	Liver	0.0	GTEx
ENSG00000146047.6	HIST1H2BA	Liver	0.0	GTEx
ENSG00000178762.4	HIST1H2BPS1	Liver	0.0	GTEx
ENSG00000216436.2	HIST1H2APS1	Liver	0.0	GTEx
ENSG00000146039.10	SLC17A4	Liver	0.00033849425776265416	GTEx
ENSG00000124568.10	SLC17A1	Liver	0.0001987239472564866	GTEx
ENSG00000124564.17	SLC17A3	Liver	0.00015552530837941301	GTEx
ENSG00000242387.1	HIST1H2APS2	Liver	0.0	GTEx
ENSG00000277410.1	RP1-139G21.4	Liver	0.0	GTEx
ENSG00000112337.10	SLC17A2	Liver	0.0005869842620161634	GTEx
ENSG00000112343.10	TRIM38	Liver	6.165886856656742e-05	GTEx
ENSG00000272462.2	U91328.19	Liver	2.4474691620586983e-05	GTEx
ENSG00000272810.1	U91328.22	Liver	5.226712037430881e-06	GTEx
ENSG00000224447.1	HIST1H1PS2	Liver	0.0	GTEx
ENSG00000124610.4	HIST1H1A	Liver	0.0	GTEx
ENSG00000275714.1	HIST1H3A	Liver	1.416673755848575e-06	GTEx
ENSG00000278637.1	HIST1H4A	Liver	0.0	GTEx
ENSG00000278705.1	HIST1H4B	Liver	1.5525308379413015e-06	GTEx
ENSG00000274267.1	HIST1H3B	Liver	0.0	GTEx
ENSG00000278463.1	HIST1H2AB	Liver	0.0	GTEx
ENSG00000276410.3	HIST1H2BB	Liver	0.0	GTEx
ENSG00000234816.2	HIST1H2APS5	Liver	0.0	GTEx
ENSG00000278272.1	HIST1H3C	Liver	2.0059549128030625e-06	GTEx
ENSG00000187837.3	HIST1H1C	Liver	0.001157805189281157	GTEx
ENSG00000010704.18	HFE	Liver	5.520204168438963e-05	GTEx
ENSG00000197061.4	HIST1H4C	Liver	2.6074011059123776e-06	GTEx
ENSG00000187475.5	HIST1H1T	Liver	6.752020416843896e-07	GTEx
ENSG00000180596.7	HIST1H2BC	Liver	7.031050616758827e-05	GTEx
ENSG00000180573.9	HIST1H2AC	Liver	0.0005696299447043812	GTEx
ENSG00000168298.6	HIST1H1E	Liver	6.835389196086772e-06	GTEx
ENSG00000158373.8	HIST1H2BD	Liver	0.00041293066780093574	GTEx
ENSG00000283064.1	RP1-221C16.8	Liver	7.503190131858784e-07	GTEx
ENSG00000217159.2	LARP1P1	Liver	0.0	GTEx
ENSG00000274290.2	HIST1H2BE	Liver	2.276478094427903e-06	GTEx
ENSG00000277157.1	HIST1H4D	Liver	1.7507443641003827e-06	GTEx
ENSG00000216331.2	HIST1H1PS1	Liver	2.5827307528711184e-06	GTEx
ENSG00000197409.7	HIST1H3D	Liver	2.6507868991918333e-05	GTEx
ENSG00000196866.2	HIST1H2AD	Liver	2.1675882603147595e-05	GTEx
ENSG00000277224.2	HIST1H2BF	Liver	2.001701403658018e-06	GTEx
ENSG00000217275.2	RP1-34B20.4	Liver	2.703530412590387e-06	GTEx
ENSG00000276966.2	HIST1H4E	Liver	6.2603147596767335e-06	GTEx
ENSG00000273802.2	HIST1H2BG	Liver	1.524372607401106e-05	GTEx
ENSG00000277075.2	HIST1H2AE	Liver	3.173117822203318e-05	GTEx
ENSG00000277720.1	RP1-34B20.19	Liver	0.0	GTEx
ENSG00000274750.2	HIST1H3E	Liver	3.068481497235219e-05	GTEx
ENSG00000218281.1	HIST1H2APS3	Liver	0.0	GTEx
ENSG00000124575.6	HIST1H1D	Liver	0.0	GTEx
ENSG00000274618.1	HIST1H4F	Liver	0.0	GTEx
ENSG00000275663.1	HIST1H4G	Liver	0.0	GTEx
ENSG00000277775.1	HIST1H3F	Liver	0.0	GTEx
ENSG00000275713.2	HIST1H2BH	Liver	9.922586133560187e-07	GTEx
ENSG00000273983.1	HIST1H3G	Liver	0.0	GTEx
ENSG00000218690.2	HIST1H2APS4	Liver	0.0	GTEx
ENSG00000278588.1	HIST1H2BI	Liver	0.0	GTEx
ENSG00000158406.4	HIST1H4H	Liver	8.802211824755422e-06	GTEx
ENSG00000220875.1	HIST1H3PS1	Liver	0.0	GTEx
ENSG00000186470.13	BTN3A2	Liver	0.00012979157805189282	GTEx
ENSG00000124508.16	BTN2A2	Liver	2.628668651637601e-05	GTEx
ENSG00000026950.16	BTN3A1	Liver	0.00016195661420672055	GTEx
ENSG00000124549.14	BTN2A3P	Liver	1.1271799234368355e-05	GTEx
ENSG00000111801.15	BTN3A3	Liver	0.00011626541897065079	GTEx
ENSG00000112763.15	BTN2A1	Liver	0.00011814547001276052	GTEx
ENSG00000124557.12	BTN1A1	Liver	0.0	GTEx
ENSG00000199289.1	RNU6-502P	Liver	0.0	GTEx
ENSG00000228223.2	HCG11	Liver	5.677584006805614e-06	GTEx
ENSG00000261353.1	CTA-14H9.5	Liver	7.762654189706508e-06	GTEx
ENSG00000182952.4	HMGN4	Liver	0.00014968949383241173	GTEx
ENSG00000146109.4	ABT1	Liver	0.00015430029774564014	GTEx
ENSG00000275846.1	RP11-457M11.7	Liver	0.0	GTEx
ENSG00000271071.1	RP11-457M11.6	Liver	0.0	GTEx
ENSG00000181315.10	ZNF322	Liver	1.4020416843896214e-05	GTEx
ENSG00000261584.1	RP11-457M11.5	Liver	3.2275627392598896e-07	GTEx
ENSG00000241549.8	GUSBP2	Liver	8.761378136962995e-06	GTEx
ENSG00000243307.2	POM121L6P	Liver	0.0	GTEx
ENSG00000224843.6	LINC00240	Liver	6.304551254785198e-06	GTEx
ENSG00000272312.1	RP11-239L20.6	Liver	1.8332624415142493e-06	GTEx
ENSG00000220581.1	VN1R12P	Liver	0.0	GTEx
ENSG00000216762.1	VN1R13P	Liver	0.0	GTEx
ENSG00000219770.1	VN1R11P	Liver	0.0	GTEx
ENSG00000222800.1	RNU2-62P	Liver	0.0	GTEx
ENSG00000272468.1	RP1-86C11.7	Liver	3.299872394725649e-06	GTEx
ENSG00000124635.8	HIST1H2BJ	Liver	1.2975754997873247e-05	GTEx
ENSG00000196787.3	HIST1H2AG	Liver	4.022968949383241e-06	GTEx
ENSG00000276180.1	HIST1H4I	Liver	3.2513823904721397e-05	GTEx
ENSG00000197903.7	HIST1H2BK	Liver	0.000665248830284985	GTEx
ENSG00000274997.1	HIST1H2AH	Liver	0.0	GTEx
ENSG00000265565.1	MIR3143	Liver	0.0	GTEx
ENSG00000174572.3	RPL10P2	Liver	0.0	GTEx
ENSG00000112812.15	PRSS16	Liver	1.6760527435133987e-06	GTEx
ENSG00000270935.1	XXbac-BPGBPG24O18.1	Liver	0.0	GTEx
ENSG00000158553.4	POM121L2	Liver	0.0	GTEx
ENSG00000220758.4	VN1R10P	Liver	0.0	GTEx
ENSG00000204789.4	ZNF204P	Liver	1.4221182475542323e-05	GTEx
ENSG00000124613.8	ZNF391	Liver	2.216078264568269e-06	GTEx
ENSG00000271755.1	RP1-153G14.4	Liver	1.1422373458102934e-06	GTEx
ENSG00000237154.2	MCFD2P1	Liver	0.0	GTEx
ENSG00000096654.15	ZNF184	Liver	2.3436835389196086e-05	GTEx
ENSG00000278332.1	XXbac-BPGBPG34I8.2	Liver	0.0	GTEx
ENSG00000270666.1	XXbac-BPGBPG34I8.1	Liver	1.963419821352616e-06	GTEx
ENSG00000218347.2	HNRNPA1P1	Liver	0.0	GTEx
ENSG00000219738.2	CD83P1	Liver	0.0	GTEx
ENSG00000206671.1	RNU6-471P	Liver	0.0	GTEx
ENSG00000216676.2	RP1-15D7.1	Liver	0.0	GTEx
ENSG00000281706.2	LINC01012	Liver	1.390982560612505e-07	GTEx
ENSG00000216915.2	GPR89P	Liver	0.0	GTEx
ENSG00000218069.2	RSL24D1P1	Liver	0.0	GTEx
ENSG00000217862.2	HIST1H4PS1	Liver	0.0	GTEx
ENSG00000185130.5	HIST1H2BL	Liver	0.0	GTEx
ENSG00000196747.4	HIST1H2AI	Liver	0.0	GTEx
ENSG00000278828.1	HIST1H3H	Liver	2.0272224585282858e-05	GTEx
ENSG00000276368.1	HIST1H2AJ	Liver	0.0	GTEx
ENSG00000273703.1	HIST1H2BM	Liver	0.0	GTEx
ENSG00000197238.4	HIST1H4J	Liver	6.245002126754572e-06	GTEx
ENSG00000273542.1	HIST1H4K	Liver	3.3526159081242026e-06	GTEx
ENSG00000233822.4	HIST1H2BN	Liver	5.66482347937048e-06	GTEx
ENSG00000217646.1	HIST1H2BPS2	Liver	0.0	GTEx
ENSG00000276903.1	HIST1H2AL	Liver	0.0	GTEx
ENSG00000184357.4	HIST1H1B	Liver	0.0	GTEx
ENSG00000275379.1	HIST1H3I	Liver	0.0	GTEx
ENSG00000275126.1	HIST1H4L	Liver	0.0	GTEx
ENSG00000197153.4	HIST1H3J	Liver	0.0	GTEx
ENSG00000278677.1	HIST1H2AM	Liver	0.0	GTEx
ENSG00000274641.1	HIST1H2BO	Liver	2.9272649936197358e-06	GTEx
ENSG00000238610.1	RNU7-26P	Liver	0.0	GTEx
ENSG00000168131.4	OR2B2	Liver	0.0	GTEx
ENSG00000168126.3	OR2W6P	Liver	0.0	GTEx
ENSG00000124657.1	OR2B6	Liver	2.1420672054444917e-06	GTEx
ENSG00000214374.2	RPLP2P1	Liver	0.0	GTEx
ENSG00000216629.1	OR2W4P	Liver	0.0	GTEx
ENSG00000217539.2	IQCB2P	Liver	0.0	GTEx
ENSG00000199851.2	U3	Liver	0.0	GTEx
ENSG00000217315.1	OR2W2P	Liver	0.0	GTEx
ENSG00000187763.3	OR2B7P	Liver	0.0	GTEx
ENSG00000182477.5	OR2B8P	Liver	0.0	GTEx
ENSG00000220721.1	OR1F12	Liver	0.0	GTEx
ENSG00000272009.1	RP1-313I6.12	Liver	3.0370055295618886e-05	GTEx
ENSG00000197279.3	ZNF165	Liver	1.9557635048915356e-05	GTEx
ENSG00000219891.2	ZSCAN12P1	Liver	8.06295193534666e-06	GTEx
ENSG00000219392.1	ZNF602P	Liver	3.482773287962569e-06	GTEx
ENSG00000269293.2	ZSCAN16-AS1	Liver	9.977881752445767e-05	GTEx
ENSG00000196812.4	ZSCAN16	Liver	5.382390472139515e-05	GTEx
ENSG00000261839.1	RP1-265C24.8	Liver	4.768183751595066e-07	GTEx
ENSG00000198315.10	ZKSCAN8	Liver	9.089749042960443e-05	GTEx
ENSG00000226314.7	ZNF192P1	Liver	7.105061675882602e-06	GTEx
ENSG00000280107.1	AL022393.9	Liver	3.5116971501488726e-06	GTEx
ENSG00000216901.1	ZNF603P	Liver	0.0	GTEx
ENSG00000218016.2	ZNF192P2	Liver	0.0	GTEx
ENSG00000176933.5	TOB2P1	Liver	1.7958315610378563e-06	GTEx
ENSG00000137185.11	ZSCAN9	Liver	4.769034453424075e-05	GTEx
ENSG00000187626.8	ZKSCAN4	Liver	3.692045937898766e-05	GTEx
ENSG00000189134.3	NKAPL	Liver	7.774564015312633e-06	GTEx
ENSG00000197062.11	ZSCAN26	Liver	7.945555082943429e-05	GTEx
ENSG00000137338.5	PGBD1	Liver	3.236069757549979e-05	GTEx
ENSG00000273712.1	RP5-874C20.7	Liver	0.0	GTEx
ENSG00000270326.1	RP5-874C20.6	Liver	0.0	GTEx
ENSG00000235109.7	ZSCAN31	Liver	2.0170140365801788e-05	GTEx
ENSG00000189298.13	ZKSCAN3	Liver	2.4006805614632073e-05	GTEx
ENSG00000158691.14	ZSCAN12	Liver	1.4897490429604425e-05	GTEx
ENSG00000251877.1	RNU2-45P	Liver	0.0	GTEx
ENSG00000187987.9	ZSCAN23	Liver	7.495533815397702e-07	GTEx
ENSG00000231162.4	COX11P1	Liver	0.0	GTEx
ENSG00000219262.1	OR2E1P	Liver	0.0	GTEx
ENSG00000198704.9	GPX6	Liver	0.0	GTEx
ENSG00000224586.6	GPX5	Liver	0.0	GTEx
ENSG00000232040.2	ZBED9	Liver	1.2917907273500638e-05	GTEx
ENSG00000246350.1	RP5-1186N24.3	Liver	0.0	GTEx
ENSG00000271440.1	RP11-373N24.2	Liver	0.0	GTEx
ENSG00000235570.1	LINC00533	Liver	0.0	GTEx
ENSG00000237425.1	RPSAP2	Liver	0.0	GTEx
ENSG00000235559.1	NOP56P1	Liver	1.547256486601446e-06	GTEx
ENSG00000225173.1	XXbac-BPG308K3.5	Liver	0.0	GTEx
ENSG00000225595.2	LINC01623	Liver	0.0	GTEx
ENSG00000213916.2	RPL13P	Liver	0.0	GTEx
ENSG00000233366.1	ZNF90P2	Liver	0.0	GTEx
