gene_id	gene_symbol	tissue	score	source
ENSG00000274002.1	RP11-66N24.6	Liver	3.3994045087196933e-06	GTEx
ENSG00000100867.14	DHRS2	Liver	0.00011763504891535516	GTEx
ENSG00000258464.1	RP11-388E23.2	Liver	0.0	GTEx
ENSG00000259043.1	BRD7P1	Liver	0.0	GTEx
ENSG00000270618.1	RP11-388E23.4	Liver	0.0	GTEx
ENSG00000222931.1	RN7SKP205	Liver	0.0	GTEx
ENSG00000258887.3	RP11-388E23.3	Liver	0.0	GTEx
ENSG00000259334.1	LINC00596	Liver	0.0	GTEx
ENSG00000215256.3	DHRS4-AS1	Liver	0.0002654189706507869	GTEx
ENSG00000157326.18	DHRS4	Liver	0.0003379838366652489	GTEx
ENSG00000187630.15	DHRS4L2	Liver	0.000441429179072735	GTEx
ENSG00000225766.9	DHRS4L1	Liver	3.2794555508294344e-05	GTEx
ENSG00000186648.14	CARMIL3	Liver	1.4017014036580178e-05	GTEx
ENSG00000100884.9	CPNE6	Liver	2.229689493832412e-06	GTEx
ENSG00000129535.12	NRL	Liver	2.0195661420672056e-05	GTEx
ENSG00000100889.11	PCK2	Liver	0.002153126329221608	GTEx
ENSG00000100897.17	DCAF11	Liver	0.0012192258613356018	GTEx
ENSG00000139914.6	FITM1	Liver	0.00018579327945555084	GTEx
ENSG00000092010.14	PSME1	Liver	0.0019523606975754997	GTEx
ENSG00000100908.13	EMC9	Liver	0.00027537218205019146	GTEx
ENSG00000259321.1	RP11-468E2.5	Liver	4.9306678009357715e-05	GTEx
ENSG00000100911.15	PSME2	Liver	0.0017439387494683114	GTEx
ENSG00000283856.1	MIR7703	Liver	0.0	GTEx
ENSG00000092098.16	RNF31	Liver	0.00022713738834538496	GTEx
ENSG00000199804.1	RNA5SP383	Liver	1.4010208421948108e-05	GTEx
ENSG00000213928.8	IRF9	Liver	0.0005239472564866015	GTEx
ENSG00000100918.12	REC8	Liver	9.079540621012335e-05	GTEx
ENSG00000196497.16	IPO4	Liver	0.000172096980008507	GTEx
ENSG00000100926.14	TM9SF1	Liver	0.0003197788175244577	GTEx
ENSG00000276698.1	RP11-468E2.10	Liver	2.03998298596342e-05	GTEx
ENSG00000278784.1	RP11-468E2.11	Liver	6.872820076563166e-05	GTEx
ENSG00000139908.14	TSSK4	Liver	7.931943853679285e-06	GTEx
ENSG00000254505.9	CHMP4A	Liver	0.0002961293066780094	GTEx
ENSG00000213920.8	MDP1	Liver	0.00011839217354317312	GTEx
ENSG00000129559.12	NEDD8	Liver	0.00038000850701829013	GTEx
ENSG00000100938.17	GMPR2	Liver	0.0003222458528285836	GTEx
ENSG00000092330.15	TINF2	Liver	0.0002970650786899192	GTEx
ENSG00000092295.11	TGM1	Liver	9.807741386643982e-06	GTEx
ENSG00000100949.14	RABGGTA	Liver	0.00019421522756273924	GTEx
ENSG00000157379.13	DHRS1	Liver	0.0009549128030625266	GTEx
ENSG00000196943.12	NOP9	Liver	0.0001266269672479796	GTEx
ENSG00000213906.9	LTB4R2	Liver	4.1207996597192677e-05	GTEx
ENSG00000213903.8	LTB4R	Liver	0.00012931518502764782	GTEx
ENSG00000129467.13	ADCY4	Liver	3.894512973202892e-05	GTEx
ENSG00000129465.15	RIPK3	Liver	1.9515099957464908e-05	GTEx
ENSG00000283290.1	U6	Liver	0.0	GTEx
ENSG00000100968.13	NFATC4	Liver	2.2092726499361973e-05	GTEx
ENSG00000205978.5	NYNRIN	Liver	2.8864313058273075e-05	GTEx
ENSG00000139899.10	CBLN3	Liver	3.4300297745640155e-05	GTEx
ENSG00000100441.9	KHNYN	Liver	0.00020204168438962144	GTEx
ENSG00000100445.17	SDR39U1	Liver	0.00028064653339004677	GTEx
ENSG00000258744.1	RP11-80A15.1	Liver	4.731603572947682e-06	GTEx
ENSG00000092009.10	CMA1	Liver	2.871969374734156e-06	GTEx
ENSG00000100448.3	CTSG	Liver	2.0714589536367503e-05	GTEx
ENSG00000258657.5	RP11-104E19.1	Liver	0.0	GTEx
ENSG00000100450.12	GZMH	Liver	2.1225010633772865e-05	GTEx
ENSG00000100453.12	GZMB	Liver	2.2415993194385365e-05	GTEx
ENSG00000168952.15	STXBP6	Liver	8.495108464483198e-06	GTEx
ENSG00000258098.1	RP11-89K22.1	Liver	0.0	GTEx
ENSG00000257179.1	HMGN2P6	Liver	0.0	GTEx
ENSG00000258275.1	OR7K1P	Liver	0.0	GTEx
ENSG00000257976.1	RP11-388G3.1	Liver	0.0	GTEx
ENSG00000212270.1	SNORD37	Liver	0.0	GTEx
ENSG00000279521.1	RP11-314P15.1	Liver	0.0	GTEx
ENSG00000257986.1	RP11-314P15.2	Liver	0.0	GTEx
ENSG00000257503.1	CYB5AP5	Liver	0.0	GTEx
ENSG00000139910.19	NOVA1	Liver	2.3938749468311354e-06	GTEx
ENSG00000262119.1	RP11-483C6.1	Liver	0.0	GTEx
ENSG00000257842.5	NOVA1-AS1	Liver	0.0	GTEx
ENSG00000257845.1	RP11-626P14.1	Liver	0.0	GTEx
ENSG00000257185.1	RP11-626P14.2	Liver	0.0	GTEx
ENSG00000258081.3	RP11-384J4.2	Liver	0.0	GTEx
ENSG00000257612.1	MIR4307HG	Liver	0.0	GTEx
ENSG00000265165.1	MIR4307	Liver	0.0	GTEx
ENSG00000258932.5	CTD-3006G17.2	Liver	0.0	GTEx
ENSG00000258548.5	LINC00645	Liver	0.0	GTEx
ENSG00000264657.1	MIR3171	Liver	0.0	GTEx
ENSG00000197358.9	BNIP3P1	Liver	4.910250957039557e-06	GTEx
ENSG00000257869.1	CTD-2591A6.2	Liver	0.0	GTEx
ENSG00000240179.1	RPL26P3	Liver	0.0	GTEx
ENSG00000258175.1	RP11-412H8.2	Liver	0.0	GTEx
ENSG00000257662.1	EIF4A1P12	Liver	0.0	GTEx
ENSG00000258282.2	BTF3P2	Liver	0.0	GTEx
ENSG00000257126.5	FOXG1-AS1	Liver	0.0	GTEx
ENSG00000176165.10	FOXG1	Liver	0.0	GTEx
ENSG00000186960.10	LINC01551	Liver	0.0	GTEx
ENSG00000257056.2	RP11-966I7.2	Liver	0.0	GTEx
ENSG00000257748.1	RP11-966I7.3	Liver	0.0	GTEx
ENSG00000274762.1	RP11-966I7.4	Liver	0.0	GTEx
ENSG00000258038.5	CTD-2384A14.1	Liver	0.0	GTEx
ENSG00000258065.1	RP11-30H9.1	Liver	0.0	GTEx
ENSG00000207164.1	Y_RNA	Liver	0.0	GTEx
ENSG00000258028.1	RP11-148E17.1	Liver	0.0	GTEx
ENSG00000257523.1	CTD-2384A14.2	Liver	0.0	GTEx
ENSG00000252065.1	RNU6-864P	Liver	0.0	GTEx
ENSG00000257522.5	RP11-562L8.1	Liver	0.0	GTEx
ENSG00000258107.1	RP11-260G13.1	Liver	0.0	GTEx
ENSG00000212518.1	RNU11-5P	Liver	0.0	GTEx
ENSG00000184304.14	PRKD1	Liver	1.2928966397277754e-05	GTEx
ENSG00000257120.1	CTD-2503I6.1	Liver	0.0	GTEx
ENSG00000252686.1	RNU6-1234P	Liver	0.0	GTEx
ENSG00000257904.1	RP11-269C4.2	Liver	0.0	GTEx
ENSG00000248975.2	CTD-2251F13.1	Liver	0.0	GTEx
ENSG00000240201.1	RP11-269C4.1	Liver	0.0	GTEx
ENSG00000279032.1	RP11-306B9.1	Liver	0.0	GTEx
ENSG00000257636.6	RP11-1103G16.1	Liver	0.0	GTEx
ENSG00000278587.1	uc_338	Liver	0.0	GTEx
ENSG00000258350.1	SYF2P1	Liver	0.0	GTEx
ENSG00000092140.14	G2E3	Liver	1.92003402807316e-05	GTEx
ENSG00000092108.20	SCFD1	Liver	0.0002236495108464483	GTEx
ENSG00000258648.1	UBE2CP1	Liver	0.0	GTEx
ENSG00000258558.1	RP11-159L20.2	Liver	3.977031050616759e-06	GTEx
ENSG00000243855.1	RPL12P5	Liver	0.0	GTEx
ENSG00000240513.1	RP11-829H16.1	Liver	0.0	GTEx
ENSG00000213867.4	RP11-829H16.2	Liver	0.0	GTEx
ENSG00000100473.15	COCH	Liver	3.002977456401531e-06	GTEx
ENSG00000258525.1	RP11-829H16.3	Liver	4.575925138239047e-07	GTEx
ENSG00000196792.11	STRN3	Liver	0.00018655891110165888	GTEx
ENSG00000258886.2	HIGD1AP17	Liver	0.0	GTEx
ENSG00000207952.1	MIR624	Liver	0.0	GTEx
ENSG00000258968.2	RP11-829H16.5	Liver	0.0	GTEx
ENSG00000100478.14	AP4S1	Liver	1.5193534666099533e-05	GTEx
ENSG00000092148.12	HECTD1	Liver	0.00029885155253083797	GTEx
ENSG00000258640.3	RPL21P5	Liver	2.283283709059974e-06	GTEx
ENSG00000207440.1	RNU6-541P	Liver	0.0	GTEx
ENSG00000202402.1	Y_RNA	Liver	0.0	GTEx
ENSG00000257831.1	RP11-596D21.1	Liver	1.2697575499787326e-06	GTEx
ENSG00000199291.1	Y_RNA	Liver	0.0	GTEx
ENSG00000129493.14	HEATR5A	Liver	5.937898766482348e-05	GTEx
ENSG00000283016.1	RP11-176H8.3	Liver	3.004678860059549e-06	GTEx
ENSG00000250365.6	CTD-2213F21.2	Liver	4.900042535091451e-06	GTEx
ENSG00000203546.7	RP11-176H8.1	Liver	1.594385367928541e-05	GTEx
ENSG00000129480.12	DTD2	Liver	7.206295193534666e-05	GTEx
ENSG00000239323.1	CTD-2213F21.1	Liver	0.0	GTEx
ENSG00000214943.4	GPR33	Liver	0.0	GTEx
ENSG00000151413.16	NUBPL	Liver	4.1590812420246704e-05	GTEx
ENSG00000258196.1	CTD-2213F21.4	Liver	0.0	GTEx
ENSG00000257155.1	CTD-2213F21.3	Liver	0.0	GTEx
ENSG00000223087.2	RNU6-602P	Liver	0.0	GTEx
ENSG00000207412.1	RNU6-455P	Liver	0.0	GTEx
ENSG00000257472.1	RP11-159D23.2	Liver	0.0	GTEx
ENSG00000258474.1	RP11-187E13.1	Liver	0.0	GTEx
ENSG00000275002.1	RP11-187E13.3	Liver	0.0	GTEx
ENSG00000258386.1	RP11-187E13.2	Liver	0.0	GTEx
ENSG00000258655.2	ARHGAP5-AS1	Liver	1.4364100382815822e-05	GTEx
ENSG00000100852.12	ARHGAP5	Liver	0.00010721395150999575	GTEx
ENSG00000201654.1	RNU6-7	Liver	0.0	GTEx
ENSG00000202337.1	RNU6-8	Liver	6.303700552956189e-06	GTEx
ENSG00000258619.2	RP11-134E15.1	Liver	0.0	GTEx
ENSG00000259086.3	RP11-134E15.2	Liver	0.0	GTEx
ENSG00000151320.10	AKAP6	Liver	5.337303275202041e-06	GTEx
ENSG00000258580.1	RP11-320M16.2	Liver	0.0	GTEx
ENSG00000278746.1	RN7SL660P	Liver	0.0	GTEx
ENSG00000259045.1	MTCO1P2	Liver	1.146575925138239e-05	GTEx
ENSG00000280281.1	RP11-340L3.1	Liver	0.0	GTEx
ENSG00000151322.18	NPAS3	Liver	4.4585282858358143e-07	GTEx
ENSG00000129521.13	EGLN3	Liver	6.778392173543173e-06	GTEx
ENSG00000258897.1	EGLN3-AS1	Liver	0.0	GTEx
ENSG00000223593.1	AL356806.3	Liver	0.0	GTEx
ENSG00000165389.6	SPTSSA	Liver	0.00033517652062951933	GTEx
ENSG00000237450.5	RPL23AP71	Liver	0.0	GTEx
ENSG00000129518.8	EAPP	Liver	0.00025733730327520205	GTEx
ENSG00000279423.1	RP11-671J11.5	Liver	0.0	GTEx
ENSG00000259002.2	RP11-671J11.7	Liver	0.0	GTEx
ENSG00000206596.1	RNU1-27P	Liver	0.0	GTEx
ENSG00000206588.1	RNU1-28P	Liver	0.0	GTEx
ENSG00000259135.1	RP11-671J11.4	Liver	0.0	GTEx
ENSG00000129515.18	SNX6	Liver	0.00012778392173543173	GTEx
ENSG00000240463.1	RPS19P3	Liver	8.753721820501913e-06	GTEx
ENSG00000275978.1	Metazoa_SRP	Liver	0.0	GTEx
ENSG00000253003.1	RNU6-1261P	Liver	0.0	GTEx
ENSG00000241582.1	RPL23AP8	Liver	2.0365801786473843e-06	GTEx
ENSG00000165410.14	CFL2	Liver	0.00025087196937473413	GTEx
ENSG00000243824.1	RPL12P6	Liver	1.0140365801786474e-06	GTEx
ENSG00000198604.10	BAZ1A	Liver	0.00010593789876648234	GTEx
ENSG00000251726.1	RNU7-41P	Liver	0.0	GTEx
ENSG00000258738.1	RP11-73E17.2	Liver	1.6320714589536367e-05	GTEx
ENSG00000258704.6	SRP54-AS1	Liver	1.7150148872820078e-05	GTEx
ENSG00000258493.2	RP11-73E17.3	Liver	0.0	GTEx
ENSG00000226677.3	IGBP1P1	Liver	1.9489578902594642e-06	GTEx
ENSG00000100883.11	SRP54	Liver	0.0005283709059974479	GTEx
ENSG00000151327.12	FAM177A1	Liver	0.00020068056146320715	GTEx
ENSG00000092020.10	PPP2R3C	Liver	7.853679285410463e-05	GTEx
ENSG00000279434.1	RP11-85K15.3	Liver	1.7609527860484903e-05	GTEx
ENSG00000100890.15	KIAA0391	Liver	7.565291365376437e-05	GTEx
ENSG00000241052.1	RPL23AP70	Liver	0.0	GTEx
ENSG00000259090.1	SEPT7P1	Liver	0.0	GTEx
ENSG00000282625.1	MRPL57P8	Liver	0.0	GTEx
ENSG00000282308.1	DPRXP3	Liver	0.0	GTEx
ENSG00000256243.2	RPL7AP3	Liver	0.0	GTEx
ENSG00000240392.1	RPL9P3	Liver	7.650361548277329e-07	GTEx
ENSG00000100902.10	PSMA6	Liver	0.0008855806039982985	GTEx
ENSG00000258860.1	RP11-561B11.3	Liver	0.0	GTEx
ENSG00000240023.1	RP11-561B11.1	Liver	3.8281582305401955e-07	GTEx
ENSG00000100906.10	NFKBIA	Liver	0.001711612079965972	GTEx
ENSG00000259022.2	DNAJC8P1	Liver	0.0	GTEx
ENSG00000259017.1	RP11-561B11.6	Liver	0.0	GTEx
ENSG00000259105.1	RPS3AP4	Liver	0.0	GTEx
ENSG00000258783.1	KRT18P6	Liver	0.0	GTEx
ENSG00000168348.3	INSM2	Liver	3.5865589111016593e-07	GTEx
ENSG00000174373.16	RALGAPA1	Liver	3.9651212250106336e-05	GTEx
ENSG00000253059.1	SNORA31	Liver	0.0	GTEx
ENSG00000257957.1	QRSL1P3	Liver	3.4266269672479795e-07	GTEx
ENSG00000258938.1	RP11-317N8.5	Liver	3.88005104210974e-06	GTEx
ENSG00000258300.2	NUTF2P2	Liver	0.0	GTEx
ENSG00000100916.13	BRMS1L	Liver	4.6890684814972355e-05	GTEx
ENSG00000257272.1	RP11-317N8.3	Liver	0.0	GTEx
ENSG00000257307.1	RP11-317N8.4	Liver	0.0	GTEx
ENSG00000258342.1	RP11-116N8.1	Liver	0.0	GTEx
ENSG00000257614.1	RP11-116N8.2	Liver	0.0	GTEx
ENSG00000257720.1	ILF2P2	Liver	0.0	GTEx
ENSG00000257826.1	RP11-116N8.4	Liver	0.0	GTEx
ENSG00000257585.1	LINC00609	Liver	0.0	GTEx
ENSG00000259104.2	PTCSC3	Liver	0.0	GTEx
ENSG00000258844.1	RP11-259K15.2	Liver	0.0	GTEx
ENSG00000252312.1	RN7SKP21	Liver	0.0	GTEx
ENSG00000151332.18	MBIP	Liver	0.00010360697575499788	GTEx
ENSG00000283098.1	RP11-964E11.3	Liver	0.0	GTEx
ENSG00000188831.4	DPPA3P2	Liver	0.0	GTEx
ENSG00000238540.1	RNU7-93P	Liver	0.0	GTEx
ENSG00000229415.9	SFTA3	Liver	1.6856656741811994e-07	GTEx
ENSG00000136352.17	NKX2-1	Liver	3.826456826882178e-07	GTEx
ENSG00000253563.2	NKX2-1-AS1	Liver	0.0	GTEx
ENSG00000258467.1	PHKBP2	Liver	0.0	GTEx
ENSG00000243730.2	RPL29P3	Liver	0.0	GTEx
ENSG00000136327.6	NKX2-8	Liver	0.0	GTEx
ENSG00000201395.1	RN7SKP257	Liver	0.0	GTEx
ENSG00000258661.1	RP11-964E11.2	Liver	0.0	GTEx
ENSG00000198807.12	PAX9	Liver	3.5780518928115693e-07	GTEx
ENSG00000183032.11	SLC25A21	Liver	1.6698426201616335e-06	GTEx
ENSG00000258690.1	RP11-81F13.1	Liver	0.0	GTEx
ENSG00000258601.1	RP11-81F13.2	Liver	0.0	GTEx
ENSG00000266327.1	MIR4503	Liver	0.0	GTEx
ENSG00000258827.2	RP11-537P22.2	Liver	0.0	GTEx
ENSG00000258708.1	SLC25A21-AS1	Liver	1.759251382390472e-05	GTEx
ENSG00000252746.1	RNU6-273P	Liver	0.0	GTEx
ENSG00000151338.18	MIPOL1	Liver	4.334325818800511e-06	GTEx
ENSG00000207046.1	RNU6-886P	Liver	0.0	GTEx
ENSG00000259087.5	RP11-356O9.2	Liver	8.499361973628244e-07	GTEx
ENSG00000258414.1	RP11-356O9.1	Liver	3.6061250531688643e-06	GTEx
ENSG00000129514.5	FOXA1	Liver	0.00024270523181624842	GTEx
ENSG00000139865.16	TTC6	Liver	2.1310080816673755e-05	GTEx
ENSG00000200385.1	SNORA42	Liver	7.321139940450872e-06	GTEx
ENSG00000201431.1	RNU6-1277P	Liver	0.0	GTEx
ENSG00000259091.1	LINC00517	Liver	0.0	GTEx
ENSG00000258696.1	CTD-2058B24.3	Liver	0.0	GTEx
ENSG00000259048.1	CTD-2058B24.2	Liver	0.0	GTEx
ENSG00000258649.1	CTD-2142D14.1	Liver	0.0	GTEx
ENSG00000139874.5	SSTR1	Liver	7.755848575074437e-05	GTEx
ENSG00000176435.6	CLEC14A	Liver	7.105912377711612e-05	GTEx
ENSG00000259072.1	RP11-96D24.1	Liver	0.0	GTEx
ENSG00000271468.1	RP11-14N4.1	Liver	0.0	GTEx
ENSG00000258948.2	KRT8P1	Liver	0.0	GTEx
ENSG00000259070.5	LINC00639	Liver	5.356869417269247e-07	GTEx
ENSG00000258680.2	RP11-506K19.1	Liver	0.0	GTEx
ENSG00000270713.1	RP11-506K19.2	Liver	0.0	GTEx
ENSG00000199285.1	Y_RNA	Liver	0.0	GTEx
ENSG00000100934.14	SEC23A	Liver	0.00028838792003402805	GTEx
ENSG00000259121.2	RP11-545M17.2	Liver	0.0	GTEx
ENSG00000258651.1	RP11-545M17.1	Liver	0.0	GTEx
ENSG00000258591.2	RP11-545M17.3	Liver	6.94768183751595e-06	GTEx
ENSG00000092208.16	GEMIN2	Liver	3.904721395150999e-05	GTEx
ENSG00000182400.14	TRAPPC6B	Liver	0.00021310080816673753	GTEx
ENSG00000241984.2	RPL7AP2	Liver	1.2967247979583158e-06	GTEx
ENSG00000259083.1	RP11-407N17.4	Liver	3.8205019140791155e-06	GTEx
ENSG00000100941.8	PNN	Liver	0.0013809442790301998	GTEx
ENSG00000258671.2	RP11-407N17.2	Liver	0.0	GTEx
ENSG00000270503.1	YTHDF2P1	Liver	1.1628243300723094e-06	GTEx
ENSG00000150526.12	MIA2	Liver	4.0731603572947685e-05	GTEx
ENSG00000150527.16	CTAGE5	Liver	0.0005798383666524883	GTEx
ENSG00000258940.2	RP11-407N17.5	Liver	9.920884729902168e-06	GTEx
ENSG00000271424.1	RP11-647O20.1	Liver	2.918757975329647e-05	GTEx
ENSG00000259100.1	RP11-1074O12.1	Liver	3.029349213100808e-06	GTEx
ENSG00000165355.7	FBXO33	Liver	7.413866439812846e-05	GTEx
ENSG00000258526.5	RP11-111A21.1	Liver	6.257762654189706e-07	GTEx
ENSG00000258418.1	RP11-662J14.1	Liver	0.0	GTEx
ENSG00000258480.1	RP11-662J14.2	Liver	0.0	GTEx
ENSG00000251363.2	RP11-129M6.1	Liver	8.264568268821778e-07	GTEx
ENSG00000258385.1	RP11-629F19.1	Liver	0.0	GTEx
ENSG00000279972.1	RP11-354G16.1	Liver	0.0	GTEx
ENSG00000258901.2	CTD-2298J14.1	Liver	0.0	GTEx
ENSG00000258636.1	CTD-2298J14.2	Liver	0.0	GTEx
ENSG00000251858.1	SNORA31	Liver	0.0	GTEx
ENSG00000165379.13	LRFN5	Liver	1.5740535942152275e-07	GTEx
ENSG00000258536.1	FKBP1BP1	Liver	0.0	GTEx
ENSG00000259149.1	RP11-313C4.1	Liver	0.0	GTEx
ENSG00000258394.1	CTD-2307P3.1	Liver	0.0	GTEx
ENSG00000258850.1	RP11-214N1.1	Liver	0.0	GTEx
ENSG00000258505.1	RP11-90P16.1	Liver	0.0	GTEx
ENSG00000258622.2	RP11-90P16.2	Liver	0.0	GTEx
ENSG00000258934.1	RP11-97N10.1	Liver	0.0	GTEx
ENSG00000259047.1	RP11-16O13.1	Liver	0.0	GTEx
ENSG00000258406.1	RP11-88E18.1	Liver	0.0	GTEx
ENSG00000259051.1	HNRNPUP1	Liver	4.787749893662271e-06	GTEx
ENSG00000258828.2	KRT8P2	Liver	0.0	GTEx
ENSG00000258387.1	RP11-557C9.3	Liver	0.0	GTEx
ENSG00000258894.1	RP11-557C9.1	Liver	0.0	GTEx
ENSG00000258969.1	RP11-305B6.3	Liver	0.0	GTEx
ENSG00000259019.1	EIF4BP1	Liver	0.0	GTEx
ENSG00000259137.1	RP11-305B6.1	Liver	0.0	GTEx
ENSG00000259148.1	RP11-322L17.1	Liver	0.0	GTEx
ENSG00000259126.1	RP11-99L13.2	Liver	0.0	GTEx
ENSG00000258487.1	RP11-99L13.1	Liver	0.0	GTEx
ENSG00000189139.5	FSCB	Liver	0.0	GTEx
ENSG00000258747.1	RP11-163M18.1	Liver	0.0	GTEx
ENSG00000258998.1	RP11-398E10.1	Liver	0.0	GTEx
ENSG00000259000.1	DOCK11P1	Liver	0.0	GTEx
ENSG00000258633.1	RP11-857B24.1	Liver	0.0	GTEx
ENSG00000258509.1	RP11-857B24.3	Liver	0.0	GTEx
ENSG00000259046.1	RP11-857B24.2	Liver	0.0	GTEx
ENSG00000179476.7	C14orf28	Liver	5.3670778392173545e-05	GTEx
ENSG00000258949.1	RP11-857B24.5	Liver	2.6524883028498507e-06	GTEx
ENSG00000179454.13	KLHL28	Liver	3.36282433007231e-05	GTEx
ENSG00000198718.12	TOGARAM1	Liver	3.959166312207571e-05	GTEx
ENSG00000278147.1	CTD-3028N15.3	Liver	0.0	GTEx
ENSG00000249163.3	CTD-3028N15.1	Liver	0.0	GTEx
ENSG00000185246.17	PRPF39	Liver	0.0001923436835389196	GTEx
ENSG00000212615.1	SNORD58	Liver	0.0	GTEx
ENSG00000239043.1	SNORD127	Liver	0.0	GTEx
ENSG00000100442.10	FKBP3	Liver	0.0005196937473415568	GTEx
ENSG00000187790.10	FANCM	Liver	7.543173117822204e-06	GTEx
ENSG00000129534.13	MIS18BP1	Liver	1.8332624415142496e-05	GTEx
ENSG00000199739.1	RNU6-552P	Liver	0.0	GTEx
ENSG00000258608.1	DNAJC19P9	Liver	3.294768183751595e-06	GTEx
ENSG00000260046.1	RP11-454K7.3	Liver	5.540621012335176e-07	GTEx
ENSG00000257900.2	RP11-454K7.1	Liver	1.1979583156103786e-06	GTEx
ENSG00000258746.2	RP11-454K7.2	Liver	0.0	GTEx
ENSG00000258845.1	RP11-945F5.1	Liver	0.0	GTEx
ENSG00000258616.5	RP11-369C8.1	Liver	0.0	GTEx
ENSG00000258700.5	LINC00871	Liver	0.0	GTEx
ENSG00000165496.4	RPL10L	Liver	0.0	GTEx
ENSG00000139915.18	MDGA2	Liver	8.182050191407912e-08	GTEx
ENSG00000251735.1	SNORA25	Liver	0.0	GTEx
ENSG00000258392.1	RPA2P1	Liver	0.0	GTEx
ENSG00000244053.1	RPL13AP2	Liver	0.0	GTEx
ENSG00000214903.4	RPS15AP3	Liver	0.0	GTEx
ENSG00000263945.1	MIR548Y	Liver	0.0	GTEx
ENSG00000259129.5	LINC00648	Liver	0.0	GTEx
ENSG00000259117.1	RP11-476J6.1	Liver	0.0	GTEx
ENSG00000258639.1	RP11-10A2.1	Liver	0.0	GTEx
ENSG00000270359.1	RP11-2G1.3	Liver	0.0	GTEx
ENSG00000207366.1	RNU6-297P	Liver	0.0	GTEx
ENSG00000258751.1	RP11-2G1.1	Liver	0.0	GTEx
ENSG00000258750.2	RP11-2G1.2	Liver	0.0	GTEx
ENSG00000242417.1	RP11-286B5.1	Liver	0.0	GTEx
ENSG00000258381.1	RP11-737F10.1	Liver	0.0	GTEx
ENSG00000258868.1	RP11-816J8.1	Liver	0.0	GTEx
ENSG00000258401.1	RP11-326E7.1	Liver	0.0	GTEx
ENSG00000252424.1	RNA5SP384	Liver	0.0	GTEx
ENSG00000213741.9	RPS29	Liver	0.00045316886431305824	GTEx
ENSG00000252919.1	Y_RNA	Liver	0.0	GTEx
ENSG00000165501.16	LRR1	Liver	4.739259889408762e-05	GTEx
ENSG00000258568.1	RHOQP1	Liver	6.626967247979583e-06	GTEx
ENSG00000278009.1	RP11-649E7.8	Liver	3.5278604849000423e-06	GTEx
ENSG00000165502.6	RPL36AL	Liver	0.003084644831986389	GTEx
ENSG00000168282.5	MGAT2	Liver	0.00011586558911101659	GTEx
ENSG00000165506.14	DNAAF2	Liver	9.16376010208422e-05	GTEx
ENSG00000258450.1	RP11-649E7.7	Liver	4.777541471714164e-06	GTEx
ENSG00000100479.12	POLE2	Liver	1.901318587834964e-05	GTEx
ENSG00000259155.2	RP11-831F12.3	Liver	0.0	GTEx
ENSG00000258462.2	RP11-831F12.4	Liver	0.0	GTEx
ENSG00000221114.1	RNU6ATAC30P	Liver	0.0	GTEx
ENSG00000197776.7	KLHDC1	Liver	3.646958740961293e-05	GTEx
ENSG00000258400.1	RP11-831F12.2	Liver	0.0	GTEx
ENSG00000165516.10	KLHDC2	Liver	0.00036010208421948106	GTEx
ENSG00000165525.17	NEMF	Liver	7.150148872820076e-05	GTEx
ENSG00000277634.1	Y_RNA	Liver	0.0	GTEx
ENSG00000252474.1	RNU6-539P	Liver	0.0	GTEx
ENSG00000278771.1	RN7SL3	Liver	7.781369629944705e-06	GTEx
ENSG00000282885.1	RP11-596C23.6	Liver	5.458953636750318e-06	GTEx
ENSG00000274012.1	RN7SL2	Liver	0.0005093151850276478	GTEx
ENSG00000278002.1	RP11-596C23.2	Liver	2.7749893662271373e-06	GTEx
ENSG00000165527.6	ARF6	Liver	0.00038451722671203745	GTEx
ENSG00000251929.1	RNU6-189P	Liver	0.0	GTEx
ENSG00000274704.1	Metazoa_SRP	Liver	0.0	GTEx
ENSG00000214900.9	LINC01588	Liver	4.5240323266695024e-06	GTEx
ENSG00000278038.1	MIR6076	Liver	0.0	GTEx
ENSG00000270788.1	PDLIM1P1	Liver	0.0	GTEx
ENSG00000243038.1	RP11-58E21.1	Liver	0.0	GTEx
ENSG00000201358.1	RN7SKP193	Liver	0.0	GTEx
ENSG00000251792.1	Y_RNA	Liver	0.0	GTEx
ENSG00000100483.13	VCPKMT	Liver	0.00010856656741811995	GTEx
ENSG00000100485.11	SOS2	Liver	7.733730327520205e-05	GTEx
ENSG00000087299.11	L2HGDH	Liver	4.835389196086772e-05	GTEx
ENSG00000264712.3	MIR4504	Liver	0.0	GTEx
ENSG00000125375.14	ATP5S	Liver	3.23521905572097e-05	GTEx
ENSG00000100490.9	CDKL1	Liver	1.5522756273925989e-06	GTEx
ENSG00000258857.1	RP11-247L20.3	Liver	0.0	GTEx
ENSG00000012983.11	MAP4K5	Liver	8.905146746065504e-05	GTEx
ENSG00000259113.1	RP11-406H23.2	Liver	0.0	GTEx
ENSG00000201573.1	Y_RNA	Liver	0.0	GTEx
ENSG00000273675.1	RP11-406H23.5	Liver	0.0	GTEx
ENSG00000198513.11	ATL1	Liver	2.5878349638451723e-06	GTEx
ENSG00000258577.1	SNRPGP1	Liver	0.0	GTEx
ENSG00000151748.14	SAV1	Liver	9.250531688643132e-05	GTEx
ENSG00000243103.3	RN7SL452P	Liver	0.0	GTEx
ENSG00000269906.1	RP11-248J18.2	Liver	1.6552956188855806e-05	GTEx
ENSG00000258491.2	ZFP64P1	Liver	0.0	GTEx
