id	kind	layer	name
SLC4A8	Gene	transcriptomic	SLC4A8
SLC4A9	Gene	transcriptomic	SLC4A9
REACTOME:R-HSA-194068	Pathway	pathway	Bile acid and bile salt metabolism
AKR1C1	Gene	transcriptomic	AKR1C1
AKR1C2	Gene	transcriptomic	AKR1C2
AKR1C4	Gene	transcriptomic	AKR1C4
BAAT	Gene	transcriptomic	BAAT
CH25H	Gene	transcriptomic	CH25H
CYP27A1	Gene	transcriptomic	CYP27A1
CYP39A1	Gene	transcriptomic	CYP39A1
CYP46A1	Gene	transcriptomic	CYP46A1
CYP7A1	Gene	transcriptomic	CYP7A1
CYP7B1	Gene	transcriptomic	CYP7B1
FABP6	Gene	transcriptomic	FABP6
HSD3B7	Gene	transcriptomic	HSD3B7
OSBP	Gene	transcriptomic	OSBP
OSBPL2	Gene	transcriptomic	OSBPL2
OSBPL3	Gene	transcriptomic	OSBPL3
OSBPL6	Gene	transcriptomic	OSBPL6
OSBPL7	Gene	transcriptomic	OSBPL7
OSBPL9	Gene	transcriptomic	OSBPL9
SLC10A1	Gene	transcriptomic	SLC10A1
SLC10A2	Gene	transcriptomic	SLC10A2
SLC27A5	Gene	transcriptomic	SLC27A5
SLC51A	Gene	transcriptomic	SLC51A
SLC51B	Gene	transcriptomic	SLC51B
SLCO1A2	Gene	transcriptomic	SLCO1A2
STARD5	Gene	transcriptomic	STARD5
REACTOME:R-HSA-2173782	Pathway	pathway	Binding and Uptake of Ligands by Scavenger Receptors
AMBP	Gene	transcriptomic	AMBP
APOL1	Gene	transcriptomic	APOL1
COLEC11	Gene	transcriptomic	COLEC11
HP	Gene	transcriptomic	HP
HPR	Gene	transcriptomic	HPR
HPX	Gene	transcriptomic	HPX
HYOU1	Gene	transcriptomic	HYOU1
IGHA1	Gene	transcriptomic	IGHA1
IGHA2	Gene	transcriptomic	IGHA2
JCHAIN	Gene	transcriptomic	JCHAIN
LRP1	Gene	transcriptomic	LRP1
MARCO	Gene	transcriptomic	MARCO
MASP1	Gene	transcriptomic	MASP1
MSR1	Gene	transcriptomic	MSR1
SCARB1	Gene	transcriptomic	SCARB1
SCARF1	Gene	transcriptomic	SCARF1
SCGB3A2	Gene	transcriptomic	SCGB3A2
SPARC	Gene	transcriptomic	SPARC
SSC5D	Gene	transcriptomic	SSC5D
STAB1	Gene	transcriptomic	STAB1
STAB2	Gene	transcriptomic	STAB2
REACTOME:R-HSA-173107	Pathway	pathway	Binding and entry of HIV virion
REACTOME:R-HSA-4411364	Pathway	pathway	Binding of TCF/LEF:CTNNB1 to target gene promoters
RUNX3	Gene	transcriptomic	RUNX3
REACTOME:R-HSA-9931953	Pathway	pathway	Biofilm formation
REACTOME:R-HSA-141333	Pathway	pathway	Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB
REACTOME:R-HSA-211859	Pathway	pathway	Biological oxidations
AADAC	Gene	transcriptomic	AADAC
ABHD10	Gene	transcriptomic	ABHD10
ABHD14B	Gene	transcriptomic	ABHD14B
ACSS1	Gene	transcriptomic	ACSS1
ACSS2	Gene	transcriptomic	ACSS2
ADH1B	Gene	transcriptomic	ADH1B
ADH1C	Gene	transcriptomic	ADH1C
ADH4	Gene	transcriptomic	ADH4
ADH5	Gene	transcriptomic	ADH5
ADH6	Gene	transcriptomic	ADH6
ADH7	Gene	transcriptomic	ADH7
AHCY	Gene	transcriptomic	AHCY
AKR1A1	Gene	transcriptomic	AKR1A1
ALDH1B1	Gene	transcriptomic	ALDH1B1
ALDH2	Gene	transcriptomic	ALDH2
ALDH3A1	Gene	transcriptomic	ALDH3A1
AOC1	Gene	transcriptomic	AOC1
AOC2	Gene	transcriptomic	AOC2
AOC3	Gene	transcriptomic	AOC3
AS3MT	Gene	transcriptomic	AS3MT
BPHL	Gene	transcriptomic	BPHL
BPNT1	Gene	transcriptomic	BPNT1
BPNT2	Gene	transcriptomic	BPNT2
CBR3	Gene	transcriptomic	CBR3
CES3	Gene	transcriptomic	CES3
CHAC1	Gene	transcriptomic	CHAC1
CHAC2	Gene	transcriptomic	CHAC2
CMBL	Gene	transcriptomic	CMBL
CNDP2	Gene	transcriptomic	CNDP2
COMT	Gene	transcriptomic	COMT
CYB5B	Gene	transcriptomic	CYB5B
CYB5R3	Gene	transcriptomic	CYB5R3
CYP24A1	Gene	transcriptomic	CYP24A1
CYP26A1	Gene	transcriptomic	CYP26A1
CYP26B1	Gene	transcriptomic	CYP26B1
CYP26C1	Gene	transcriptomic	CYP26C1
CYP2A6	Gene	transcriptomic	CYP2A6
CYP2A7	Gene	transcriptomic	CYP2A7
CYP2B6	Gene	transcriptomic	CYP2B6
CYP2C18	Gene	transcriptomic	CYP2C18
CYP2F1	Gene	transcriptomic	CYP2F1
CYP2R1	Gene	transcriptomic	CYP2R1
CYP2S1	Gene	transcriptomic	CYP2S1
CYP2W1	Gene	transcriptomic	CYP2W1
CYP3A43	Gene	transcriptomic	CYP3A43
CYP3A7	Gene	transcriptomic	CYP3A7
CYP4F12	Gene	transcriptomic	CYP4F12
CYP4V2	Gene	transcriptomic	CYP4V2
EPHX1	Gene	transcriptomic	EPHX1
ESD	Gene	transcriptomic	ESD
FMO1	Gene	transcriptomic	FMO1
FMO2	Gene	transcriptomic	FMO2
FMO3	Gene	transcriptomic	FMO3
GCLC	Gene	transcriptomic	GCLC
GCLM	Gene	transcriptomic	GCLM
GGCT	Gene	transcriptomic	GGCT
GSS	Gene	transcriptomic	GSS
GSTA3	Gene	transcriptomic	GSTA3
GSTA4	Gene	transcriptomic	GSTA4
GSTA5	Gene	transcriptomic	GSTA5
GSTK1	Gene	transcriptomic	GSTK1
GSTM2	Gene	transcriptomic	GSTM2
GSTM3	Gene	transcriptomic	GSTM3
GSTM4	Gene	transcriptomic	GSTM4
GSTM5	Gene	transcriptomic	GSTM5
GSTO1	Gene	transcriptomic	GSTO1
GSTO2	Gene	transcriptomic	GSTO2
GSTP1	Gene	transcriptomic	GSTP1
GSTT1	Gene	transcriptomic	GSTT1
GSTT2	Gene	transcriptomic	GSTT2
GSTT2B	Gene	transcriptomic	GSTT2B
MAT1A	Gene	transcriptomic	MAT1A
MAT2A	Gene	transcriptomic	MAT2A
MAT2B	Gene	transcriptomic	MAT2B
MTARC1	Gene	transcriptomic	MTARC1
MTARC2	Gene	transcriptomic	MTARC2
MTR	Gene	transcriptomic	MTR
MTRR	Gene	transcriptomic	MTRR
N6AMT1	Gene	transcriptomic	N6AMT1
NNMT	Gene	transcriptomic	NNMT
NQO2	Gene	transcriptomic	NQO2
OPLAH	Gene	transcriptomic	OPLAH
POR	Gene	transcriptomic	POR
SLC35D1	Gene	transcriptomic	SLC35D1
SLC35D2	Gene	transcriptomic	SLC35D2
SULT1A2	Gene	transcriptomic	SULT1A2
SULT1A3	Gene	transcriptomic	SULT1A3
SULT1A4	Gene	transcriptomic	SULT1A4
SULT1B1	Gene	transcriptomic	SULT1B1
SULT1C2	Gene	transcriptomic	SULT1C2
SULT1C4	Gene	transcriptomic	SULT1C4
SULT2B1	Gene	transcriptomic	SULT2B1
SULT4A1	Gene	transcriptomic	SULT4A1
SULT6B1	Gene	transcriptomic	SULT6B1
TPST1	Gene	transcriptomic	TPST1
TPST2	Gene	transcriptomic	TPST2
TRMT112	Gene	transcriptomic	TRMT112
UGDH	Gene	transcriptomic	UGDH
UGP2	Gene	transcriptomic	UGP2
UGT1A10	Gene	transcriptomic	UGT1A10
UXS1	Gene	transcriptomic	UXS1
REACTOME:R-HSA-2466712	Pathway	pathway	Biosynthesis of A2E, implicated in retinal degradation
NAPEPLD	Gene	transcriptomic	NAPEPLD
REACTOME:R-HSA-9018676	Pathway	pathway	Biosynthesis of D-series resolvins
REACTOME:R-HSA-9018677	Pathway	pathway	Biosynthesis of DHA-derived SPMs
REACTOME:R-HSA-9026395	Pathway	pathway	Biosynthesis of DHA-derived sulfido conjugates
REACTOME:R-HSA-9018683	Pathway	pathway	Biosynthesis of DPA-derived SPMs
REACTOME:R-HSA-9025094	Pathway	pathway	Biosynthesis of DPAn-3 SPMs
REACTOME:R-HSA-9026403	Pathway	pathway	Biosynthesis of DPAn-3-derived 13-series resolvins
REACTOME:R-HSA-9026290	Pathway	pathway	Biosynthesis of DPAn-3-derived maresins
REACTOME:R-HSA-9026286	Pathway	pathway	Biosynthesis of DPAn-3-derived protectins and resolvins
REACTOME:R-HSA-9025106	Pathway	pathway	Biosynthesis of DPAn-6 SPMs
REACTOME:R-HSA-9023661	Pathway	pathway	Biosynthesis of E-series 18(R)-resolvins
REACTOME:R-HSA-9018896	Pathway	pathway	Biosynthesis of E-series 18(S)-resolvins
REACTOME:R-HSA-9018679	Pathway	pathway	Biosynthesis of EPA-derived SPMs
REACTOME:R-HSA-2142700	Pathway	pathway	Biosynthesis of Lipoxins (LX)
REACTOME:R-HSA-9020265	Pathway	pathway	Biosynthesis of aspirin-triggered D-series resolvins
REACTOME_NAME:Biosynthesis_of_electrophilic_ω-3_PUFA_oxo-derivatives	Pathway	pathway	Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives
REACTOME:R-HSA-9026762	Pathway	pathway	Biosynthesis of maresin conjugates in tissue regeneration (MCTR)
REACTOME:R-HSA-9027307	Pathway	pathway	Biosynthesis of maresin-like SPMs
REACTOME:R-HSA-9018682	Pathway	pathway	Biosynthesis of maresins
REACTOME:R-HSA-9026766	Pathway	pathway	Biosynthesis of protectin and resolvin conjugates in tissue regeneration (PCTR and RCTR)
REACTOME:R-HSA-9018681	Pathway	pathway	Biosynthesis of protectins
REACTOME:R-HSA-9018678	Pathway	pathway	Biosynthesis of specialized proresolving mediators (SPMs)
REACTOME:R-HSA-446193	Pathway	pathway	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein
REACTOME:R-HSA-196780	Pathway	pathway	Biotin transport and metabolism
BTD	Gene	transcriptomic	BTD
HLCS	Gene	transcriptomic	HLCS
PCCA	Gene	transcriptomic	PCCA
PCCB	Gene	transcriptomic	PCCB
SLC5A6	Gene	transcriptomic	SLC5A6
REACTOME:R-HSA-9636467	Pathway	pathway	Blockage of phagosome acidification
REACTOME:R-HSA-9033658	Pathway	pathway	Blood group systems biosynthesis
B3GALT1	Gene	transcriptomic	B3GALT1
B3GALT2	Gene	transcriptomic	B3GALT2
B3GALT4	Gene	transcriptomic	B3GALT4
B3GALT5	Gene	transcriptomic	B3GALT5
FUT4	Gene	transcriptomic	FUT4
FUT5	Gene	transcriptomic	FUT5
FUT6	Gene	transcriptomic	FUT6
FUT7	Gene	transcriptomic	FUT7
FUT9	Gene	transcriptomic	FUT9
RHCE	Gene	transcriptomic	RHCE
RHD	Gene	transcriptomic	RHD
REACTOME:R-HSA-70895	Pathway	pathway	Branched-chain amino acid catabolism
ACAD8	Gene	transcriptomic	ACAD8
ACADSB	Gene	transcriptomic	ACADSB
ALDH6A1	Gene	transcriptomic	ALDH6A1
BCAT1	Gene	transcriptomic	BCAT1
BCAT2	Gene	transcriptomic	BCAT2
BCKDK	Gene	transcriptomic	BCKDK
HIBADH	Gene	transcriptomic	HIBADH
HSD17B10	Gene	transcriptomic	HSD17B10
IVD	Gene	transcriptomic	IVD
PPM1K	Gene	transcriptomic	PPM1K
SLC25A44	Gene	transcriptomic	SLC25A44
REACTOME:R-HSA-9912481	Pathway	pathway	Branched-chain ketoacid dehydrogenase kinase deficiency
REACTOME:R-HSA-352238	Pathway	pathway	Breakdown of the nuclear lamina
REACTOME:R-HSA-168302	Pathway	pathway	Budding
PA	Gene	transcriptomic	PA
PB1	Gene	transcriptomic	PB1
PB2	Gene	transcriptomic	PB2
REACTOME:R-HSA-162588	Pathway	pathway	Budding and maturation of HIV virion
CHMP5	Gene	transcriptomic	CHMP5
VPS4A	Gene	transcriptomic	VPS4A
VPS4B	Gene	transcriptomic	VPS4B
VTA1	Gene	transcriptomic	VTA1
REACTOME:R-HSA-450385	Pathway	pathway	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA
DCP1A	Gene	transcriptomic	DCP1A
XRN1	Gene	transcriptomic	XRN1
ZFP36L1	Gene	transcriptomic	ZFP36L1
REACTOME:R-HSA-8851680	Pathway	pathway	Butyrophilin (BTN) family interactions
REACTOME:R-HSA-5621481	Pathway	pathway	C-type lectin receptors (CLRs)
CARD9	Gene	transcriptomic	CARD9
CLEC10A	Gene	transcriptomic	CLEC10A
CLEC4A	Gene	transcriptomic	CLEC4A
CLEC4C	Gene	transcriptomic	CLEC4C
CLEC4D	Gene	transcriptomic	CLEC4D
CLEC4E	Gene	transcriptomic	CLEC4E
CLEC6A	Gene	transcriptomic	CLEC6A
CLEC7A	Gene	transcriptomic	CLEC7A
FCER1G	Gene	transcriptomic	FCER1G
MUC1	Gene	transcriptomic	MUC1
MUC12	Gene	transcriptomic	MUC12
MUC13	Gene	transcriptomic	MUC13
MUC15	Gene	transcriptomic	MUC15
MUC16	Gene	transcriptomic	MUC16
MUC17	Gene	transcriptomic	MUC17
MUC19	Gene	transcriptomic	MUC19
MUC2	Gene	transcriptomic	MUC2
MUC20	Gene	transcriptomic	MUC20
MUC21	Gene	transcriptomic	MUC21
MUC3A	Gene	transcriptomic	MUC3A
MUC3B	Gene	transcriptomic	MUC3B
MUC4	Gene	transcriptomic	MUC4
MUC5AC	Gene	transcriptomic	MUC5AC
MUC5B	Gene	transcriptomic	MUC5B
MUC6	Gene	transcriptomic	MUC6
MUC7	Gene	transcriptomic	MUC7
MUCL1	Gene	transcriptomic	MUCL1
NFKB2	Gene	transcriptomic	NFKB2
PYCARD	Gene	transcriptomic	PYCARD
RELB	Gene	transcriptomic	RELB
REACTOME:R-HSA-75102	Pathway	pathway	C6 deamination of adenosine
ADARB1	Gene	transcriptomic	ADARB1
REACTOME:R-HSA-5218900	Pathway	pathway	CASP8 activity is inhibited
REACTOME:R-HSA-9662834	Pathway	pathway	CD163 mediating an anti-inflammatory response
REACTOME:R-HSA-5621575	Pathway	pathway	CD209 (DC-SIGN) signaling
REACTOME:R-HSA-5690714	Pathway	pathway	CD22 mediated BCR regulation
REACTOME:R-HSA-389357	Pathway	pathway	CD28 dependent PI3K/Akt signaling
REACTOME:R-HSA-389359	Pathway	pathway	CD28 dependent Vav1 pathway
REACTOME:R-HSA-9013148	Pathway	pathway	CDC42 GTPase cycle
ABR	Gene	transcriptomic	ABR
ARAP1	Gene	transcriptomic	ARAP1
ARAP2	Gene	transcriptomic	ARAP2
ARAP3	Gene	transcriptomic	ARAP3
ARHGAP1	Gene	transcriptomic	ARHGAP1
ARHGAP11B	Gene	transcriptomic	ARHGAP11B
ARHGAP17	Gene	transcriptomic	ARHGAP17
ARHGAP20	Gene	transcriptomic	ARHGAP20
ARHGAP21	Gene	transcriptomic	ARHGAP21
ARHGAP22	Gene	transcriptomic	ARHGAP22
ARHGAP24	Gene	transcriptomic	ARHGAP24
ARHGAP26	Gene	transcriptomic	ARHGAP26
ARHGAP27	Gene	transcriptomic	ARHGAP27
ARHGAP29	Gene	transcriptomic	ARHGAP29
ARHGAP30	Gene	transcriptomic	ARHGAP30
ARHGAP31	Gene	transcriptomic	ARHGAP31
ARHGAP33	Gene	transcriptomic	ARHGAP33
ARHGAP4	Gene	transcriptomic	ARHGAP4
ARHGAP40	Gene	transcriptomic	ARHGAP40
ARHGAP42	Gene	transcriptomic	ARHGAP42
ARHGAP44	Gene	transcriptomic	ARHGAP44
ARHGAP5	Gene	transcriptomic	ARHGAP5
ARHGAP9	Gene	transcriptomic	ARHGAP9
ARHGDIB	Gene	transcriptomic	ARHGDIB
ARHGDIG	Gene	transcriptomic	ARHGDIG
ARHGEF10	Gene	transcriptomic	ARHGEF10
ARHGEF15	Gene	transcriptomic	ARHGEF15
ARHGEF16	Gene	transcriptomic	ARHGEF16
ARHGEF19	Gene	transcriptomic	ARHGEF19
ARHGEF25	Gene	transcriptomic	ARHGEF25
ARHGEF26	Gene	transcriptomic	ARHGEF26
ARHGEF4	Gene	transcriptomic	ARHGEF4
ARHGEF5	Gene	transcriptomic	ARHGEF5
ARHGEF6	Gene	transcriptomic	ARHGEF6
ARHGEF9	Gene	transcriptomic	ARHGEF9
BAIAP2	Gene	transcriptomic	BAIAP2
CDC42BPA	Gene	transcriptomic	CDC42BPA
CDC42BPB	Gene	transcriptomic	CDC42BPB
CDC42EP1	Gene	transcriptomic	CDC42EP1
CDC42EP2	Gene	transcriptomic	CDC42EP2
CDC42EP3	Gene	transcriptomic	CDC42EP3
CDC42EP4	Gene	transcriptomic	CDC42EP4
CDC42EP5	Gene	transcriptomic	CDC42EP5
CDC42SE2	Gene	transcriptomic	CDC42SE2
CHN1	Gene	transcriptomic	CHN1
CPNE8	Gene	transcriptomic	CPNE8
DEF6	Gene	transcriptomic	DEF6
DEPDC1B	Gene	transcriptomic	DEPDC1B
DIAPH3	Gene	transcriptomic	DIAPH3
DLC1	Gene	transcriptomic	DLC1
DNMBP	Gene	transcriptomic	DNMBP
DOCK10	Gene	transcriptomic	DOCK10
DOCK11	Gene	transcriptomic	DOCK11
DOCK6	Gene	transcriptomic	DOCK6
DOCK7	Gene	transcriptomic	DOCK7
DOCK8	Gene	transcriptomic	DOCK8
DOCK9	Gene	transcriptomic	DOCK9
ECT2	Gene	transcriptomic	ECT2
FAM13B	Gene	transcriptomic	FAM13B
FARP1	Gene	transcriptomic	FARP1
FGD2	Gene	transcriptomic	FGD2
FGD3	Gene	transcriptomic	FGD3
FGD4	Gene	transcriptomic	FGD4
FMNL1	Gene	transcriptomic	FMNL1
FMNL2	Gene	transcriptomic	FMNL2
FMNL3	Gene	transcriptomic	FMNL3
FNBP1	Gene	transcriptomic	FNBP1
FNBP1L	Gene	transcriptomic	FNBP1L
GIT2	Gene	transcriptomic	GIT2
GMIP	Gene	transcriptomic	GMIP
GNA13	Gene	transcriptomic	GNA13
GOLGA8R	Gene	transcriptomic	GOLGA8R
HMHA1	Gene	transcriptomic	HMHA1
IQGAP1	Gene	transcriptomic	IQGAP1
IQGAP2	Gene	transcriptomic	IQGAP2
IQGAP3	Gene	transcriptomic	IQGAP3
KCTD3	Gene	transcriptomic	KCTD3
KTN1	Gene	transcriptomic	KTN1
LBR	Gene	transcriptomic	LBR
MAP3K11	Gene	transcriptomic	MAP3K11
MCF2L	Gene	transcriptomic	MCF2L
OPHN1	Gene	transcriptomic	OPHN1
PLD1	Gene	transcriptomic	PLD1
PLEKHG1	Gene	transcriptomic	PLEKHG1
PLEKHG2	Gene	transcriptomic	PLEKHG2
PLEKHG3	Gene	transcriptomic	PLEKHG3
PLEKHG4	Gene	transcriptomic	PLEKHG4
PLEKHG4B	Gene	transcriptomic	PLEKHG4B
PREX1	Gene	transcriptomic	PREX1
PREX2	Gene	transcriptomic	PREX2
RALBP1	Gene	transcriptomic	RALBP1
SH3PXD2A	Gene	transcriptomic	SH3PXD2A
SHKBP1	Gene	transcriptomic	SHKBP1
SPATA13	Gene	transcriptomic	SPATA13
STARD13	Gene	transcriptomic	STARD13
STARD8	Gene	transcriptomic	STARD8
STEAP3	Gene	transcriptomic	STEAP3
STOM	Gene	transcriptomic	STOM
SYDE1	Gene	transcriptomic	SYDE1
TAGAP	Gene	transcriptomic	TAGAP
TMPO	Gene	transcriptomic	TMPO
VANGL1	Gene	transcriptomic	VANGL1
WDR81	Gene	transcriptomic	WDR81
WDR91	Gene	transcriptomic	WDR91
WIPF1	Gene	transcriptomic	WIPF1
WIPF2	Gene	transcriptomic	WIPF2
WIPF3	Gene	transcriptomic	WIPF3
REACTOME:R-HSA-68689	Pathway	pathway	CDC6 association with the ORC:origin complex
REACTOME:R-HSA-9833576	Pathway	pathway	CDH11 homotypic and heterotypic interactions
REACTOME:R-HSA-69017	Pathway	pathway	CDK-mediated phosphorylation and removal of Cdc6
REACTOME:R-HSA-447041	Pathway	pathway	CHL1 interactions
REACTOME:R-HSA-5607763	Pathway	pathway	CLEC7A (Dectin-1) induces NFAT activation
REACTOME:R-HSA-5607764	Pathway	pathway	CLEC7A (Dectin-1) signaling
REACTOME:R-HSA-5660668	Pathway	pathway	CLEC7A/inflammasome pathway
REACTOME:R-HSA-6811434	Pathway	pathway	COPI-dependent Golgi-to-ER retrograde traffic
BNIP1	Gene	transcriptomic	BNIP1
KIF12	Gene	transcriptomic	KIF12
KIF13B	Gene	transcriptomic	KIF13B
KIF16B	Gene	transcriptomic	KIF16B
KIF18B	Gene	transcriptomic	KIF18B
KIF19	Gene	transcriptomic	KIF19
KIF1A	Gene	transcriptomic	KIF1A
KIF1B	Gene	transcriptomic	KIF1B
KIF1C	Gene	transcriptomic	KIF1C
KIF20B	Gene	transcriptomic	KIF20B
KIF21A	Gene	transcriptomic	KIF21A
KIF21B	Gene	transcriptomic	KIF21B
KIF25	Gene	transcriptomic	KIF25
KIF26B	Gene	transcriptomic	KIF26B
KIF27	Gene	transcriptomic	KIF27
KIF28P	Gene	transcriptomic	KIF28P
KIF6	Gene	transcriptomic	KIF6
KIF9	Gene	transcriptomic	KIF9
KIFC1	Gene	transcriptomic	KIFC1
KIFC2	Gene	transcriptomic	KIFC2
NBAS	Gene	transcriptomic	NBAS
RINT1	Gene	transcriptomic	RINT1
STX18	Gene	transcriptomic	STX18
SURF4	Gene	transcriptomic	SURF4
USE1	Gene	transcriptomic	USE1
REACTOME:R-HSA-6811436	Pathway	pathway	COPI-independent Golgi-to-ER retrograde traffic
AGPAT3	Gene	transcriptomic	AGPAT3
BICD1	Gene	transcriptomic	BICD1
BICD2	Gene	transcriptomic	BICD2
GALNT1	Gene	transcriptomic	GALNT1
GALNT2	Gene	transcriptomic	GALNT2
PAFAH1B2	Gene	transcriptomic	PAFAH1B2
PAFAH1B3	Gene	transcriptomic	PAFAH1B3
RAB18	Gene	transcriptomic	RAB18
RAB3GAP1	Gene	transcriptomic	RAB3GAP1
RAB3GAP2	Gene	transcriptomic	RAB3GAP2
RAB6A	Gene	transcriptomic	RAB6A
RAB6B	Gene	transcriptomic	RAB6B
REACTOME:R-HSA-6807878	Pathway	pathway	COPI-mediated anterograde transport
REACTOME:R-HSA-204005	Pathway	pathway	COPII-mediated vesicle transport
REACTOME:R-HSA-140180	Pathway	pathway	COX reactions
REACTOME:R-HSA-199920	Pathway	pathway	CREB phosphorylation
ATF1	Gene	transcriptomic	ATF1
REACTOME:R-HSA-442742	Pathway	pathway	CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling
REACTOME:R-HSA-442720	Pathway	pathway	CREB1 phosphorylation through the activation of Adenylate Cyclase
REACTOME:R-HSA-442729	Pathway	pathway	CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde
REACTOME:R-HSA-8874211	Pathway	pathway	CREB3 factors activate genes
CREB3	Gene	transcriptomic	CREB3
CREB3L1	Gene	transcriptomic	CREB3L1
CREB3L2	Gene	transcriptomic	CREB3L2
CREB3L4	Gene	transcriptomic	CREB3L4
CREBRF	Gene	transcriptomic	CREBRF
DCSTAMP	Gene	transcriptomic	DCSTAMP
REACTOME:R-HSA-399956	Pathway	pathway	CRMPs in Sema3A signaling
REACTOME:R-HSA-2022870	Pathway	pathway	CS-GAG biosynthesis
BCAN	Gene	transcriptomic	BCAN
BGN	Gene	transcriptomic	BGN
CHPF	Gene	transcriptomic	CHPF
CHPF2	Gene	transcriptomic	CHPF2
CHST11	Gene	transcriptomic	CHST11
CHST12	Gene	transcriptomic	CHST12
CHST13	Gene	transcriptomic	CHST13
CHST15	Gene	transcriptomic	CHST15
CHST3	Gene	transcriptomic	CHST3
CHST7	Gene	transcriptomic	CHST7
CHST9	Gene	transcriptomic	CHST9
CHSY1	Gene	transcriptomic	CHSY1
CHSY3	Gene	transcriptomic	CHSY3
CSGALNACT1	Gene	transcriptomic	CSGALNACT1
CSGALNACT2	Gene	transcriptomic	CSGALNACT2
CSPG5	Gene	transcriptomic	CSPG5
DCN	Gene	transcriptomic	DCN
UST	Gene	transcriptomic	UST
VCAN	Gene	transcriptomic	VCAN
REACTOME:R-HSA-2024101	Pathway	pathway	CS/DS degradation
ARSB	Gene	transcriptomic	ARSB
GLB1L	Gene	transcriptomic	GLB1L
GLB1L2	Gene	transcriptomic	GLB1L2
GLB1L3	Gene	transcriptomic	GLB1L3
GUSB	Gene	transcriptomic	GUSB
HEXA	Gene	transcriptomic	HEXA
HEXB	Gene	transcriptomic	HEXB
HYAL1	Gene	transcriptomic	HYAL1
HYAL3	Gene	transcriptomic	HYAL3
HYAL4	Gene	transcriptomic	HYAL4
IDS	Gene	transcriptomic	IDS
IDUA	Gene	transcriptomic	IDUA
REACTOME:R-HSA-5358747	Pathway	pathway	CTNNB1 S33 mutants aren't phosphorylated
REACTOME:R-HSA-5358749	Pathway	pathway	CTNNB1 S37 mutants aren't phosphorylated
REACTOME:R-HSA-5358751	Pathway	pathway	CTNNB1 S45 mutants aren't phosphorylated
REACTOME:R-HSA-5358752	Pathway	pathway	CTNNB1 T41 mutants aren't phosphorylated
REACTOME:R-HSA-211999	Pathway	pathway	CYP2E1 reactions
REACTOME:R-HSA-111996	Pathway	pathway	Ca-dependent events
PDE1A	Gene	transcriptomic	PDE1A
PDE1B	Gene	transcriptomic	PDE1B
PDE1C	Gene	transcriptomic	PDE1C
REACTOME:R-HSA-1296052	Pathway	pathway	Ca2+ activated K+ channels
KCNMB2	Gene	transcriptomic	KCNMB2
KCNMB3	Gene	transcriptomic	KCNMB3
KCNMB4	Gene	transcriptomic	KCNMB4
KCNN1	Gene	transcriptomic	KCNN1
KCNN3	Gene	transcriptomic	KCNN3
KCNN4	Gene	transcriptomic	KCNN4
REACTOME:R-HSA-4086398	Pathway	pathway	Ca2+ pathway
REACTOME:R-HSA-111997	Pathway	pathway	CaM pathway
REACTOME:R-HSA-111932	Pathway	pathway	CaMK IV-mediated phosphorylation of CREB
REACTOME:R-HSA-2025928	Pathway	pathway	Calcineurin activates NFAT
REACTOME:R-HSA-419812	Pathway	pathway	Calcitonin-like ligand receptors
REACTOME:R-HSA-111933	Pathway	pathway	Calmodulin induced events
REACTOME:R-HSA-901042	Pathway	pathway	Calnexin/calreticulin cycle
REACTOME:R-HSA-111957	Pathway	pathway	Cam-PDE 1 activation
REACTOME:R-HSA-72737	Pathway	pathway	Cap-dependent Translation Initiation
EIF2B1	Gene	transcriptomic	EIF2B1
EIF2B2	Gene	transcriptomic	EIF2B2
EIF2B3	Gene	transcriptomic	EIF2B3
EIF2B4	Gene	transcriptomic	EIF2B4
EIF2B5	Gene	transcriptomic	EIF2B5
EIF5	Gene	transcriptomic	EIF5
EIF5B	Gene	transcriptomic	EIF5B
REACTOME:R-HSA-8955332	Pathway	pathway	Carboxyterminal post-translational modifications of tubulin
AGBL1	Gene	transcriptomic	AGBL1
AGBL2	Gene	transcriptomic	AGBL2
AGBL3	Gene	transcriptomic	AGBL3
AGBL4	Gene	transcriptomic	AGBL4
AGBL5	Gene	transcriptomic	AGBL5
AGTPBP1	Gene	transcriptomic	AGTPBP1
LRRC49	Gene	transcriptomic	LRRC49
NICN1	Gene	transcriptomic	NICN1
PGS1	Gene	transcriptomic	PGS1
SVBP	Gene	transcriptomic	SVBP
TPGS2	Gene	transcriptomic	TPGS2
TTL	Gene	transcriptomic	TTL
TTLL1	Gene	transcriptomic	TTLL1
TTLL10	Gene	transcriptomic	TTLL10
TTLL11	Gene	transcriptomic	TTLL11
TTLL12	Gene	transcriptomic	TTLL12
TTLL13P	Gene	transcriptomic	TTLL13P
TTLL2	Gene	transcriptomic	TTLL2
TTLL3	Gene	transcriptomic	TTLL3
TTLL4	Gene	transcriptomic	TTLL4
TTLL5	Gene	transcriptomic	TTLL5
TTLL6	Gene	transcriptomic	TTLL6
TTLL7	Gene	transcriptomic	TTLL7
TTLL8	Gene	transcriptomic	TTLL8
